l	fo
1047	5718	0.034964706322
1048	5719	0.034444102614
1049	5720	0.032488798476
1050	5721	0.032577110006
1051	5722	0.034507513188
1052	5723	0.034998004112
1053	5724	0.034869156142
1054	5725	0.033921182538
1055	5726	0.033398262462
1056	5727	0.0326607888
1057	5728	0.032371532346
1058	5729	0.032351843218
1059	5730	0.032596220042
1060	5731	0.033148963356
1061	5732	0.03448927179
1062	5733	0.03478605644
1063	5734	0.034065955538
1064	5735	0.033710103504
1065	5736	0.033498734924
1066	5737	0.03329489454
1067	5738	0.033644376562
1068	5739	0.035194026754
1069	5740	0.035600549338
1070	5741	0.035303185596
1071	5742	0.033862115154
1072	5743	0.03318341933
1073	5744	0.03266368426
1074	5745	0.032286405822
1075	5746	0.032055058568
1076	5747	0.031849191362
1077	5748	0.03225108121
1078	5749	0.0336452452
1079	5750	0.034201463066
1080	5751	0.034350000164
1081	5752	0.033951874414
1082	5753	0.033772355894
1083	5754	0.033153306546
1084	5755	0.033393919272
1085	5756	0.034161795264
1086	5757	0.03590949492
1087	5758	0.03567061947
1088	5759	0.033796677758
1089	5760	0.03286057554
1090	5761	0.031899861912
1091	5762	0.031603077262
1092	5763	0.031876698232
1093	5764	0.03323119442
1094	5765	0.033744559478
1095	5766	0.03374079538
1096	5767	0.03388122519
1097	5768	0.034055821428
1098	5769	0.034356659722
1099	5770	0.034407330272
1100	5771	0.034494194072
1101	5772	0.034120390186
1102	5773	0.033382337432
1103	5774	0.031645640524
1104	5775	0.031735399784
1105	5776	0.033773224532
1106	5777	0.034595535172
1107	5778	0.03489463619
1108	5779	0.034689927168
1109	5780	0.033885857926
1110	5781	0.031698627442
1111	5782	0.030743125642
1112	5783	0.030389589976
1113	5784	0.030840413098
1114	5785	0.030933936456
1115	5786	0.03091772188
1116	5787	0.031342485862
1117	5788	0.03206432404
1118	5789	0.033341511446
1119	5790	0.03338031061
1120	5791	0.032740124404
1121	5792	0.031786070334
1122	5793	0.028776818756
1123	5794	0.028164718512
1124	5795	0.029306687936
1125	5796	0.034074352372
1126	5797	0.035278863732
1127	5798	0.033353382832
1128	5799	0.03310089872
1129	5800	0.033682017542
1130	5801	0.035799177894
1131	5802	0.03652912336
1132	5803	0.036682293194
1133	5804	0.036563579334
1134	5805	0.036111598028
1135	5806	0.034943569464
1136	5807	0.034813852856
1137	5808	0.03569233542
1138	5809	0.035893280344
1139	5810	0.035795703342
1140	5811	0.03510455704
1141	5812	0.035345169766
