HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
  6890	 9.29	 22.18472201	 31.61107515	  24.16	  371.63	   64.77	  1.30	 1.000	 1.04
  6905	 8.85	 22.23009692	-32.03967390	  14.35	  150.81	  -33.80	  1.26	 0.557	 0.63
  6913	 8.40	 22.25518267	 86.93306587	  23.97	  -13.05	   10.65	  0.75	 0.708	 0.76
  6914	 7.24	 22.25693873	 74.20533813	  17.25	  201.18	 -124.83	  0.63	 0.673	 0.73
  6915	 6.54	 22.26296987	  7.29422704	  14.29	  -27.29	  -56.24	  0.83	 0.352	 0.41
  6917	 7.74	 22.26920867	 21.72361547	  43.16	  455.58	 -185.00	  0.93	 0.966	 1.01
  6943	 7.18	 22.35975641	 42.28205058	  22.04	  137.38	  -62.11	  0.78	 0.453	 0.52
  6960	 5.11	 22.40041765	-21.62934677	  14.72	   55.64	    3.22	  0.78	 0.028	 0.04
  6972	10.45	 22.43322422	  8.44311737	  14.60	  306.56	   29.87	  1.81	 1.072	 1.14
  6975	 7.62	 22.45285280	 23.69056180	  21.66	  -49.52	  -49.57	  1.08	 0.556	 0.63
  6978	 7.93	 22.46337870	 31.00733300	  23.40	  226.61	    0.99	  1.03	 0.710	 0.76
  6990	 8.01	 22.49924147	-22.52410171	  16.99	  118.50	  -52.40	  0.99	 0.656	 0.72
  6993	 8.40	 22.50408540	-19.60405468	  14.04	   35.86	 -184.13	  1.13	 0.761	 0.80
  7018	 9.41	 22.60409150	-29.25940999	  28.66	  -26.05	  220.27	  1.41	 0.863	 0.91
  7023	 8.96	 22.62711972	-14.07340561	  19.94	   38.82	   30.06	  1.37	 0.758	 0.80
  7034	 7.25	 22.66314837	 25.91482241	  15.58	   -2.28	   56.28	  0.83	 0.413	 0.48
  7037	 8.69	 22.68508687	 50.66602835	  21.03	 -105.03	  -97.00	  1.20	 0.734	 0.78
  7040	 7.91	 22.69189073	-59.65937826	  15.85	  111.30	  -24.94	  0.66	 0.601	 0.67
  7058	10.18	 22.74538030	-48.87079578	  25.40	 -348.29	 -208.32	  4.05	 1.173	 1.29
  7076	 8.15	 22.79590568	 -9.31206378	  22.17	   60.73	  -71.08	  0.98	 0.630	 0.70
  7078	 5.82	 22.80632718	 70.26478860	  34.19	  137.53	  -76.00	  0.57	 0.489	 0.56
  7080	 8.03	 22.80805715	-10.89662492	  17.32	   21.35	   34.26	  0.96	 0.760	 0.80
  7083	 3.93	 22.81242306	-49.07307701	  22.15	  138.22	  154.20	  0.61	 0.972	 1.00
  7082	 7.24	 22.81247885	-65.11866698	  14.48	  277.15	   96.99	  0.62	 0.893	 0.90
  7090	 7.32	 22.83085664	 29.41330395	  23.18	  177.63	  -88.59	  0.92	 0.622	 0.69
  7091	 9.17	 22.84065221	-58.71966965	  16.94	  366.62	  -91.75	  0.99	 0.780	 0.82
  7106	 7.97	 22.88993515	-59.59256423	  14.04	  176.11	   12.05	  0.73	 0.475	 0.55
  7142	 9.49	 23.01125757	-71.42200061	  16.32	  133.47	   63.39	  0.99	 0.739	 0.79
  7143	 6.78	 23.01271973	 16.94770727	  17.15	  121.03	 -196.55	  0.84	 0.929	 0.92
  7158	 8.46	 23.06752454	-18.56603662	  22.07	   38.56	  -56.97	  2.88	 0.679	 0.69
  7167	 9.03	 23.10232321	-37.28458870	  16.64	   30.76	    8.15	  1.14	 0.592	 0.66
  7183	 7.78	 23.13664908	-49.52800433	  20.49	  150.93	  -54.47	  0.81	 0.641	 0.71
  7210	 8.69	 23.21985617	  4.77449845	  14.30	   14.89	  -11.34	  1.10	 0.557	 0.63
  7211	 8.94	 23.22150996	-52.61580756	  16.98	  190.77	  101.42	  1.09	 0.711	 0.76
  7217	 9.04	 23.24054526	 23.69607202	  15.33	 -204.58	 -161.55	  1.24	 0.623	 0.69
  7221	 8.41	 23.25814289	 53.03372375	  19.58	  220.95	   13.36	  1.01	 0.710	 0.76
  7228	10.00	 23.28823888	-24.91381749	  28.69	  -82.45	 -215.75	  1.43	 1.172	 1.28
  7233	 9.37	 23.31369092	-12.70834872	  16.01	  174.22	  154.03	  1.34	 0.737	 0.78
  7235	 6.97	 23.31514505	-24.17757411	  51.27	  271.86	 -159.50	  0.88	 0.766	 0.80
  7237	 8.19	 23.31727503	-47.30657686	  17.92	  -51.53	  208.17	  1.02	 0.570	 0.64
  7240	 8.19	 23.32153199	-38.24492313	  17.47	  -31.86	  -38.30	  0.89	 0.611	 0.68
  7244	 7.63	 23.32927984	 23.97550045	  30.13	    0.34	   28.37	  0.94	 0.666	 0.73
  7245	 8.35	 23.33357176	 29.26528053	  18.92	  190.10	  -54.62	  1.06	 0.680	 0.74
  7254	 7.83	 23.36052550	-43.90141420	  28.23	  223.67	   64.01	  0.94	 0.815	 0.86
  7262	 7.43	 23.39109986	 40.90155386	  13.70	   24.60	  -27.74	  0.80	 0.340	 0.40
  7274	 8.51	 23.42670141	-12.21287570	  14.57	   -8.91	   -6.25	  5.84	 0.640	 0.70
  7276	 5.75	 23.42805448	 -7.02514279	  33.71	  176.82	  -81.49	  0.72	 0.639	 0.68
  7277	 7.97	 23.43106459	 10.90437833	  18.99	  -20.04	 -114.27	  1.01	 0.527	 0.60
  7284	 8.02	 23.46641124	-21.03414393	  14.08	   24.79	  -90.34	  0.93	 0.556	 0.63
  7290	 9.88	 23.48011335	-55.52314222	  22.36	  -41.50	 -197.50	  2.04	 1.072	 1.14
  7294	 4.68	 23.48302496	 59.23209665	  15.96	  -43.06	  -23.18	  0.68	 0.991	 1.01
  7296	 9.98	 23.49549041	-10.42386319	  20.73	  -14.77	 -213.38	  1.95	 0.958	 1.01
  7339	 6.52	 23.64116285	 68.94785738	  47.65	 -379.06	  115.05	  0.60	 0.686	 0.74
  7345	 5.62	 23.65717247	-15.67635270	  16.32	   94.70	   -2.67	  0.75	 0.066	 0.08
  7346	 9.04	 23.66610182	 82.84854834	  31.98	  295.18	  131.28	  0.92	 0.961	 1.01
  7357	 6.90	 23.70309634	  0.94542483	  27.26	  209.47	 -270.62	  0.91	 0.531	 0.60
  7370	 6.74	 23.74216541	 33.11818983	  20.91	  -34.06	 -134.22	  0.90	 0.634	 0.70
  7372	 7.11	 23.75398479	-29.91056753	  42.29	   85.56	   96.58	  1.47	 0.909	 0.95
  7387	 6.03	 23.81128987	-58.13939438	  24.72	  284.01	  -33.05	  0.54	 0.382	 0.45
  7396	 8.77	 23.83701944	-21.20091563	  28.63	  139.27	  -74.66	  1.12	 0.780	 0.82
  7404	 7.17	 23.85901886	-13.38112035	  27.36	  240.55	   37.92	  0.93	 0.593	 0.66
  7425	10.47	 23.91758265	-50.26180113	  20.47	  231.39	   52.33	  4.74	 1.336	 1.55
  7426	 8.83	 23.91976291	-65.29353386	  20.46	   61.64	  -64.52	  0.84	 0.761	 0.80
  7427	 7.79	 23.92045504	 -5.07746687	  17.33	   98.62	   34.79	  0.98	 0.567	 0.64
  7429	 7.85	 23.92425950	-55.23844148	  20.82	  148.23	  188.41	  0.79	 0.556	 0.63
  7441	 9.38	 23.96042900	 56.69968295	  19.39	  264.00	 -215.10	  1.33	 0.949	 0.94
  7443	 6.43	 23.96083226	-39.94700724	  26.54	  -43.99	  -48.95	  0.68	 0.415	 0.50
  7446	 7.15	 23.97042741	-17.53197680	  23.30	  277.54	 -201.11	  0.86	 0.712	 0.77
  7447	 5.95	 23.97777176	 17.43378965	  16.75	  149.18	   21.16	  0.82	 0.259	 0.29
  7463	 5.69	 24.03512124	-29.90743360	  16.13	  119.68	   47.98	  0.97	 0.335	 0.39
  7467	 8.83	 24.04220085	-29.39235687	  21.22	  -56.85	    3.78	  1.32	 0.761	 0.80
  7500	 9.23	 24.16399501	 21.56310778	  30.75	  262.78	    2.39	  1.39	 1.104	 1.07
  7513	 4.10	 24.19990413	 41.40638491	  74.25	 -172.57	 -381.01	  0.72	 0.536	 0.58
  7535	 5.54	 24.27483902	 12.14151058	  29.58	  -74.90	    9.96	  1.42	 0.347	 0.42
  7539	 8.14	 24.28515039	-29.39309256	  29.72	  285.89	  -70.12	  1.08	 0.830	 0.84
  7554	10.39	 24.33490489	-49.19594129	  45.79	  497.52	  113.75	  1.63	 1.416	 1.71
  7564	 6.99	 24.35512689	 25.16827394	  23.80	 -211.25	 -207.66	  0.86	 0.900	 0.94
  7570	10.36	 24.38230548	 23.03299173	  16.93	  182.43	 -133.54	  2.01	 1.090	 1.16
  7576	 7.66	 24.39735704	 -6.76018613	  42.35	  170.99	  -97.73	  0.96	 0.797	 0.84
  7579	 9.59	 24.40308023	-49.26460374	  16.56	    5.30	  102.50	  1.34	 0.699	 0.76
  7580	 6.24	 24.40648858	 -9.40405165	  26.15	  249.38	  111.02	  0.81	 0.528	 0.60
  7585	 6.77	 24.42002999	 12.07836601	  38.86	  123.20	    6.59	  0.83	 0.648	 0.71
  7588	 0.45	 24.42813204	-57.23666007	  22.68	   88.02	  -40.08	  0.57	-0.158	-0.17
  7589	 6.77	 24.43484502	 48.41273309	  15.53	  149.01	    5.90	  0.97	 0.471	 0.54
  7599	 7.33	 24.47330813	-60.51154249	  25.39	  -14.92	    6.17	  0.62	 0.629	 0.70
  7601	 5.88	 24.47908355	-82.97528876	  36.86	  122.30	  120.70	  0.52	 0.620	 0.66
  7607	 3.59	 24.49792651	 48.62848641	  18.76	   60.90	 -112.42	  0.74	 1.275	 1.23
  7626	 9.40	 24.55843066	 17.82981045	  20.45	  251.64	 -160.64	  1.51	 0.810	 0.85
  7636	 8.65	 24.59919414	 29.56741916	  26.30	  392.14	 -254.55	  1.66	 0.848	 0.89
  7669	 7.35	 24.68680807	 -5.73525633	  18.95	 -118.21	  -53.17	  0.91	 0.465	 0.54
  7670	 8.71	 24.69424288	 63.71664650	  20.40	   97.20	   28.23	  3.32	 0.870	 0.88
  7679	 5.58	 24.71544923	-21.27547447	  14.21	  129.52	   37.13	  0.77	 0.346	 0.41
  7687	 9.37	 24.74031300	-27.25222274	  25.82	  263.92	    4.53	  1.56	 0.794	 0.84
  7699	 7.08	 24.78136774	-56.42929868	  20.37	   91.46	  -30.56	  0.61	 0.466	 0.54
  7705	 8.92	 24.79540677	 44.03015883	  19.12	  148.71	 -165.53	  1.25	 0.760	 0.80
  7719	 5.01	 24.83757938	 44.38612827	  13.46	  -20.49	   14.95	  0.76	 0.883	 0.89
  7728	 9.04	 24.87584371	 36.69660018	  14.61	    4.15	    5.40	  1.18	 0.721	 0.77
  7733	 7.74	 24.89851037	 28.11067481	  29.41	  500.73	  144.91	  0.91	 0.733	 0.78
  7734	 6.60	 24.89931748	 45.87832743	  46.73	  216.82	 -228.95	  0.80	 0.690	 0.75
  7743	 9.87	 24.92397410	-46.50973508	  24.92	   17.17	  -88.92	  1.52	 1.151	 1.27
  7744	 8.53	 24.92607729	 65.16003065	  22.58	  -48.96	  252.99	  1.05	 0.773	 0.81
  7748	 9.81	 24.93923850	 73.70925656	  36.72	  155.49	 -111.20	  1.09	 1.148	 1.11
  7751	 5.76	 24.94684603	-56.19644067	 122.75	  286.10	   16.66	  1.41	 0.880	 0.93
  7759	 7.85	 24.97691301	 -9.97245897	  21.16	  239.06	   89.85	  0.96	 0.607	 0.68
  7764	 8.83	 24.98235862	 30.52959956	  13.82	    2.17	    4.36	  1.11	 0.610	 0.68
  7766	10.18	 24.98571040	-51.59325995	  15.79	 -103.48	  -78.11	  1.51	 0.923	 0.92
  7789	 9.16	 25.06553238	 -6.62839367	  13.46	  -26.43	  -61.39	  1.21	 0.569	 0.64
  7794	10.18	 25.07446659	  1.85604841	  29.91	  158.91	  -41.16	  1.80	 1.170	 1.28
  7799	 9.13	 25.09301386	-10.44436411	  20.01	  219.02	  -39.82	  1.72	 0.695	 0.75
  7805	 7.62	 25.09996775	-60.99903796	  15.02	   61.60	  -11.11	  0.69	 0.420	 0.49
  7808	 8.09	 25.10825951	 34.33902831	  14.41	   51.86	  -59.76	  1.00	 0.552	 0.62
  7819	 6.34	 25.14535993	  8.76076486	  17.99	   68.29	    1.86	  0.84	 0.401	 0.47
  7821	 8.09	 25.14829208	-16.29249439	  16.10	   65.75	 -114.53	  0.96	 0.645	 0.71
  7822	 7.92	 25.15145606	-36.48323827	  28.29	   90.53	 -155.29	  0.94	 0.714	 0.77
  7823	 8.57	 25.15177192	-31.71596357	  13.66	  132.29	  -91.16	  1.04	 0.584	 0.66
  7829	10.16	 25.18321792	-49.23205869	  33.63	  292.13	  146.80	  1.64	 1.223	 1.38
  7830	 8.92	 25.18359700	 15.61951818	  24.18	  180.64	  -28.69	  1.26	 0.905	 0.91
  7840	 8.94	 25.21393490	  0.41034521	  17.25	  -27.57	    7.39	  1.26	 0.666	 0.73
  7841	 9.15	 25.21505043	 49.87535530	  14.32	   49.31	  -31.10	  3.09	      	
  7852	 8.48	 25.24504669	 -5.40354860	  19.37	  -70.56	  -32.58	  1.19	 0.699	 0.76
  7855	 7.40	 25.25265766	 49.10395458	  13.73	   17.28	   -0.25	  1.02	 0.634	 0.70
  7860	 8.09	 25.27808138	  3.71363494	  23.73	 -109.51	  107.06	  0.93	 0.735	 0.78
  7863	 8.71	 25.28995188	  7.58859005	  13.34	  -16.43	  -86.88	  1.21	 0.659	 0.72
  7869	 8.33	 25.30916847	-67.67585758	  14.01	  320.78	 -452.10	  0.74	 0.535	 0.61
  7874	 6.20	 25.32624343	 25.74581125	  17.86	  118.38	  -40.63	  0.88	 0.459	 0.53
  7875	 9.09	 25.32737330	-19.93838099	  16.75	  169.96	   50.13	  1.37	 0.763	 0.80
  7885	 8.67	 25.36338903	-31.80819044	  14.68	  137.55	 -131.16	  1.04	 0.647	 0.71
  7886	 6.20	 25.36368452	-38.13296410	  23.87	   50.23	   56.51	  0.65	 0.404	 0.47
  7902	 7.70	 25.40291709	 66.91058850	  27.28	  692.05	 -264.55	  0.96	 0.691	 0.75
  7910	 9.22	 25.41656963	 20.72911995	  15.00	  190.32	  -17.91	  1.38	 0.798	 0.83
  7916	 5.75	 25.43665870	-11.32366816	  26.83	   60.10	 -411.71	  0.96	 0.443	 0.51
  7918	 4.96	 25.44381547	 42.61380692	  79.09	  791.35	 -180.16	  0.83	 0.618	 0.67
  7924	 8.60	 25.46297237	 45.22100438	  18.51	   -7.29	  -57.25	  1.19	 0.763	 0.80
  7929	 8.88	 25.48448368	  1.90297801	  14.66	 -131.30	 -155.61	  1.40	 0.540	 0.61
  7930	10.28	 25.48778355	 17.05811015	  21.40	 -219.38	  -57.26	  1.83	 1.160	 1.26
  7949	 7.53	 25.52543359	 69.08601991	  21.08	  183.98	   -7.67	  0.68	 0.586	 0.66
  7955	 5.25	 25.53602338	-32.32685759	  15.02	  -74.79	  -46.35	  0.72	 1.044	 1.04
  7961	 7.45	 25.56072752	-17.88883494	  20.45	  548.81	   11.38	  0.99	 0.617	 0.69
  7978	 5.52	 25.62146258	-53.74057470	  57.63	  166.97	 -106.71	  0.64	 0.551	 0.62
  7981	 5.24	 25.62479083	 20.27015091	 133.91	 -302.12	 -677.40	  0.91	 0.836	 0.88
  7990	 8.40	 25.65412355	-58.41305650	  22.59	   22.40	  -38.03	  0.82	 0.714	 0.77
  8018	 7.22	 25.73332534	-83.36709095	  14.95	   -8.05	  -33.06	  0.68	 0.710	 0.76
  8035	 9.13	 25.79679313	-58.00966878	  24.30	 -149.96	 -187.83	  2.10	 0.874	 0.88
  8039	 8.23	 25.80956779	-21.61974631	  30.58	   50.53	   -9.49	  2.09	 0.853	 0.87
  8043	10.40	 25.81504023	 27.84218426	  48.11	  550.97	  -33.26	  2.01	 1.460	 1.85
  8044	 6.33	 25.81828533	 45.32263641	  18.04	  139.04	    5.06	  0.79	 1.020	 0.99
  8060	 8.43	 25.88459570	-19.40356439	  14.55	   71.11	   19.25	  1.15	 0.564	 0.64
  8070	 8.42	 25.92186046	 63.82481469	  74.45	 -394.18	 -581.75	  1.11	 1.202	 1.34
  8078	 8.51	 25.93731432	  9.56877399	  21.20	  -46.85	  -46.21	  3.47	 0.820	 0.84
  8102	 3.49	 26.02136441	-15.93955597	 274.17	-1721.82	  854.07	  0.80	 0.727	 0.82
  8109	 7.27	 26.05886914	 54.88648394	  22.38	  -50.14	  -20.97	  0.87	 0.601	 0.67
  8110	 7.15	 26.06292555	  9.48424502	  14.27	  142.80	  -67.49	  2.02	      	
  8119	 9.71	 26.08997995	-80.57421453	  14.23	  190.00	   49.58	  0.94	 0.780	 0.82
  8121	 8.11	 26.09345308	-20.59540467	  17.29	  -49.32	 -306.12	  1.09	 0.635	 0.70
  8122	 6.73	 26.09486099	 32.51604103	  13.95	   64.06	  -67.39	  0.75	 0.247	 0.28
  8128	 8.74	 26.12028211	-33.84248655	  21.09	   94.37	  -74.90	  1.17	 0.685	 0.74
  8159	 6.27	 26.23271918	 20.08340568	  30.71	  -45.05	 -105.39	  0.81	 0.720	 0.77
  8161	 9.77	 26.24581405	 -1.05841728	  16.65	  206.11	  -56.22	  1.37	 0.804	 0.84
  8188	 8.51	 26.31749715	-15.89525017	  14.28	  280.46	 -174.08	  1.16	 0.609	 0.68
  8193	 9.56	 26.33334266	-56.10791053	  13.56	  -31.15	  -29.75	  1.04	 0.665	 0.73
  8209	 5.29	 26.41106016	-25.05243403	  36.46	  159.48	  -72.38	  1.01	 0.395	 0.46
  8220	10.13	 26.46097620	-11.32948955	  24.49	  126.01	 -312.19	  1.95	 1.104	 1.18
  8221	 9.17	 26.46455989	 20.30846309	  14.72	  217.91	 -112.14	  1.26	 0.780	 0.82
  8224	 9.48	 26.47184770	-80.30067621	  29.96	  178.66	  212.39	  1.44	 1.126	 1.21
  8232	 8.71	 26.50025246	-43.91341286	  19.40	   90.62	   22.43	  1.25	 0.657	 0.72
  8233	 6.38	 26.50414338	-27.34872151	  23.16	   97.86	  -45.12	  0.81	 0.366	 0.43
  8241	 5.04	 26.52557865	-53.52218065	  17.54	  126.45	   59.04	  0.62	 0.031	 0.05
  8258	 7.87	 26.58140619	 40.98334432	  13.46	   88.04	  -33.17	  1.04	 0.539	 0.61
  8275	 8.91	 26.66124423	 12.41195514	  43.37	   33.27	  -75.54	  1.38	 1.044	 1.15
  8285	 8.13	 26.68737759	 25.91849646	  18.61	 -130.28	 -113.91	  1.01	 0.626	 0.69
  8288	 7.35	 26.69694909	 59.15624217	  14.29	  -68.03	  -50.62	  0.97	 0.606	 0.68
  8298	10.09	 26.75136424	  0.98260772	  15.38	  -32.50	 -125.79	  1.89	 0.695	 0.75
  8346	 8.98	 26.91014516	-26.74935383	  25.79	  -81.76	 -275.17	  1.28	 0.795	 0.85
  8361	 9.74	 26.93002703	-12.77105908	  30.78	  252.23	  164.80	  1.60	 1.144	 1.24
  8362	 5.63	 26.93360110	 63.85310111	 100.24	  582.05	 -246.83	  0.68	 0.804	 0.81
  8366	 6.05	 26.94453905	-80.17616913	  16.13	  -71.73	  -58.41	  0.52	 0.338	 0.39
  8370	 6.33	 26.95001171	 46.22988460	  17.15	   12.84	  -55.52	  0.78	 0.461	 0.53
  8398	 7.13	 27.08442078	-41.49543661	  22.16	  413.82	  153.07	  0.77	 0.637	 0.68
  8426	 9.09	 27.16289060	 14.06117957	  18.56	  178.51	  -83.36	  1.36	 0.804	 0.83
  8433	 5.78	 27.17366149	 32.68948705	  36.65	 -166.73	  297.35	  0.73	 0.572	 0.64
  8438	 9.69	 27.19480460	-15.47285748	  19.97	  143.75	   58.59	  1.72	 0.800	 0.84
  8467	 8.18	 27.29509329	  9.27690143	  16.35	  -24.35	   16.48	  1.16	 0.540	 0.61
  8476	 8.14	 27.31711859	 35.44062284	  17.34	   52.12	  -98.58	  1.07	 0.627	 0.69
  8486	 6.72	 27.34762392	-10.70331596	  43.47	 -122.64	 -100.38	  4.48	 0.654	 0.73
  8497	 4.66	 27.39662961	-10.68618074	  42.35	 -148.90	  -94.47	  0.87	 0.333	 0.38
  8498	 7.93	 27.39800556	-46.76892974	  20.46	   22.00	  106.90	  0.91	 0.664	 0.73
  8506	 8.16	 27.42452242	 67.65944978	  13.56	 -162.79	   69.04	  0.99	 0.537	 0.61
  8507	 8.89	 27.42875198	-18.93609776	  15.89	   32.69	   11.88	  1.17	 0.658	 0.72
  8514	 6.37	 27.45359409	-38.40348295	  36.89	    2.10	  282.37	  0.72	 0.523	 0.60
  8517	 9.49	 27.46804906	-27.00796897	  16.17	   24.78	  -20.35	  1.37	 0.732	 0.78
  8522	 8.56	 27.47954876	 25.74632268	  19.04	  -48.02	  -29.34	  1.21	 0.648	 0.71
  8525	 8.07	 27.48463519	 76.99221841	  25.18	  101.13	   38.22	  1.55	 0.856	 0.87
  8543	 8.06	 27.53293290	 29.46472971	  37.33	  -35.83	  -63.84	  0.97	 0.758	 0.80
  8548	 7.07	 27.56381549	 -6.70418331	  23.26	  226.10	   37.88	  0.90	 0.569	 0.64
  8564	 7.57	 27.62011024	-12.34254752	  18.03	   16.24	  -14.24	  1.04	 0.468	 0.54
  8567	 7.58	 27.62415994	 38.30330785	  14.20	   65.73	  -91.51	  0.93	 0.413	 0.48
  8578	 9.51	 27.65338052	-54.00959827	  14.64	  213.44	   39.00	  1.10	 0.740	 0.79
  8582	 8.96	 27.68812703	 55.91905163	  20.29	  251.33	  -91.09	  1.25	 0.780	 0.82
  8588	 5.92	 27.71672491	 11.04344590	  23.46	  -69.33	  -27.84	  1.02	 0.302	 0.39
  8593	 5.94	 27.72699465	-50.20612713	  13.37	  -47.97	   -4.30	  0.64	 0.154	 0.17
  8598	 5.96	 27.73786884	 51.93369809	  22.42	   41.16	 -115.50	  0.67	 0.419	 0.49
  8605	 8.35	 27.75408571	  4.22069009	  14.82	   66.93	  -50.98	  1.09	 0.544	 0.62
  8625	 7.20	 27.81043397	-30.90294791	  14.41	  203.40	   69.03	  0.91	 0.470	 0.54
  8653	 8.61	 27.87974212	 -7.73989355	  22.83	   92.86	   -3.99	  1.33	 0.644	 0.71
  8661	 7.18	 27.90140442	 -2.63777825	  14.86	   71.80	  -24.53	  0.94	 0.359	 0.42
  8674	 8.96	 27.91854083	-16.31676388	  18.30	  125.97	 -363.27	  1.39	 0.693	 0.75
  8679	 9.64	 27.92336523	 45.80623886	  15.16	   10.18	   -7.99	  7.20	 0.212	 0.23
  8701	 8.95	 27.99004932	-81.01945276	  32.38	   84.12	   16.95	  0.87	 0.888	 0.93
  8717	 9.04	 28.04224513	 66.44910515	  16.30	  283.06	  -73.11	  1.37	 0.639	 0.71
  8728	 9.60	 28.06478211	 44.90512047	  25.59	  -61.70	   81.76	  1.39	 0.958	 1.01
  8734	 6.89	 28.09309303	 37.43009231	  18.03	  -24.73	 -125.92	  0.80	 0.440	 0.51
  8744	10.36	 28.12912501	-57.99008063	  15.94	  230.30	  -36.33	  1.26	 0.949	 1.00
  8753	10.08	 28.15079134	 36.34297885	  20.46	  128.69	 -181.06	  1.51	 1.095	 1.17
  8766	10.09	 28.20107412	 20.15279224	  17.16	  112.59	  -82.50	  1.66	 0.918	 0.92
  8768	 8.89	 28.20266288	-22.43485464	  90.17	  844.01	   -0.81	  1.37	 1.424	 1.80
  8770	 7.51	 28.21050180	-19.50673557	  18.58	   21.70	  -98.22	  0.97	 0.607	 0.68
  8792	 8.20	 28.26218450	-33.31315124	  13.95	  -55.46	 -138.17	  1.02	 0.525	 0.60
  8796	 3.42	 28.27041595	 29.57939727	  50.87	   12.02	 -233.69	  0.82	 0.488	 0.55
  8798	 7.43	 28.27628223	 -1.32609412	  26.56	 -186.81	 -349.68	  1.06	 0.635	 0.70
  8799	 8.76	 28.28155837	-59.41278466	  16.32	   98.91	   89.98	  0.86	 0.727	 0.78
  8807	 8.16	 28.29803721	-32.80632998	  13.68	   96.84	   52.15	  0.97	 0.468	 0.54
  8825	10.35	 28.36592629	 73.96371147	  23.06	  545.54	 -171.84	  1.35	 1.131	 1.22
  8830	 9.31	 28.38099868	-21.25212502	  24.12	    6.75	 -249.05	  1.34	 0.988	 1.03
  8832	 3.88	 28.38235506	 19.29409264	  15.96	   79.43	  -99.10	  0.85	-0.047	-0.03
  8833	 4.61	 28.38890233	  3.18747844	  17.11	   23.69	   23.90	  0.77	 0.928	 0.93
  8838	 7.73	 28.41191609	 39.88303564	  15.89	   63.99	   28.63	  0.88	 0.550	 0.62
  8847	 6.44	 28.45193321	 55.59767097	  13.61	   47.46	  -12.98	  0.66	 0.185	 0.18
  8859	 6.77	 28.49080201	 10.61472078	  23.97	 -185.12	 -285.60	  0.97	 0.468	 0.54
  8865	 9.70	 28.50852660	 59.54916966	  26.57	  191.74	  -76.36	  1.77	 1.040	 1.09
  8867	 8.47	 28.52575237	 66.17653388	  45.16	  -44.93	 -139.21	  1.09	 1.010	 1.05
  8881	 9.15	 28.59170233	-15.72364391	  27.05	  298.51	 -137.31	  1.23	 0.887	 0.93
  8887	 8.07	 28.60211198	 10.36138441	  16.98	  109.81	  -44.85	  1.24	 0.711	 0.77
  8903	 2.64	 28.65978771	 20.80829949	  54.74	   96.32	 -108.80	  0.75	 0.165	 0.18
  8923	 8.24	 28.72520820	-11.51132073	  13.76	  -16.07	   -2.81	  1.07	 0.638	 0.70
  8928	 4.68	 28.73339519	-67.64748114	  15.04	   76.00	   73.17	  0.47	 0.931	 0.95
  8957	 6.43	 28.83206122	-60.31238593	  18.23	  -45.78	  -40.39	  0.93	 0.409	 0.48
  8958	 9.36	 28.84174994	  2.95681803	  23.17	   -7.77	  -55.38	  3.02	 0.940	 0.93
  8983	 6.07	 28.94360840	-60.86113745	  21.50	   14.17	   66.77	  0.53	 0.356	 0.42
  8987	 9.86	 28.95413022	-52.84090003	  25.75	  298.91	   40.73	  1.11	 1.119	 1.20
  8991	 6.15	 28.95937790	-78.34867741	  24.20	  103.01	   53.05	  0.51	 0.448	 0.52
  8998	 6.01	 28.97391411	  1.84951901	  25.71	  158.44	  190.44	  1.73	 0.549	 0.64
  9007	 3.69	 28.98680207	-51.60958673	  57.19	  681.24	  284.23	  0.62	 0.844	 0.90
  9016	 8.39	 29.01481768	 12.28929412	  16.83	   61.31	  -24.70	  1.35	 0.589	 0.66
  9044	 8.61	 29.13320582	-60.22710031	  50.76	  446.69	  190.22	  0.78	 1.143	 1.24
  9052	 6.93	 29.15634973	-81.49928857	  13.66	   66.95	   22.11	  0.55	 0.380	 0.44
  9056	 9.67	 29.15758409	-14.17584496	  13.71	  223.83	  221.62	  1.29	 0.643	 0.71
  9059	 9.62	 29.16018885	 43.91300620	  22.05	 -201.23	 -103.09	  1.45	 0.920	 0.96
  9062	 8.93	 29.16854475	  1.63630043	  14.19	  -91.64	  -94.91	  1.26	 0.611	 0.68
  9073	 7.85	 29.19715132	 23.05117755	  30.00	  -83.89	  -16.98	  0.92	 0.711	 0.77
  9085	 6.10	 29.24856719	-51.76685008	  37.97	  348.83	  249.36	  0.61	 0.487	 0.58
  9094	 6.42	 29.29093654	-10.24183649	  29.43	 -368.41	 -243.15	  0.91	 0.817	 0.85
  9127	 9.19	 29.41631173	 -5.23293301	  24.79	  196.47	 -204.88	  1.45	 0.953	 1.00
  9137	 8.01	 29.44190709	 14.38878738	  15.42	  196.59	   72.65	  1.07	 0.519	 0.59
  9141	 8.07	 29.45380158	-21.90136168	  23.61	  103.86	  -50.89	  1.03	 0.651	 0.71
  9146	 9.38	 29.46769889	-33.41003634	  13.46	 -140.35	 -133.37	  1.29	 0.662	 0.72
  9151	 6.87	 29.48075757	 40.76081521	  22.65	  123.81	  -86.89	  0.79	 0.499	 0.57
  9153	 4.79	 29.48239763	 23.59609610	  24.49	  -91.51	  -14.45	  0.78	 0.290	 0.33
  9172	 7.57	 29.51920667	 41.38598203	  31.98	  -40.05	   25.67	  1.71	 0.661	 0.72
  9187	10.49	 29.57712919	-65.21856738	  34.07	  162.55	  196.25	  1.31	 1.531	 1.58
