HIP	Vmag	RA	DE	Plx	pmRA	pmDE	e_Plx	B-V	V-I
 14973	 8.28	 48.25757726	-36.96563624	  15.51	  -57.83	 -139.16	  0.85	 0.592	 0.66
 14974	 8.65	 48.25882919	 20.73006661	  19.20	  -44.39	  -65.23	  1.98	 0.617	 0.69
 14976	 8.15	 48.26110500	 32.89659875	  23.73	  184.52	  -61.65	  1.18	 0.732	 0.78
 14985	 9.92	 48.28724386	 50.44773811	  29.36	    7.17	 -268.87	  1.59	 1.064	 1.12
 14989	10.15	 48.29461696	-23.57693682	  18.70	  164.72	   87.44	  1.63	 1.013	 1.06
 14992	 9.85	 48.30606354	  3.82165617	  15.89	  273.22	 -225.92	  1.83	 0.940	 0.99
 14997	 9.18	 48.32805354	 11.55365805	  16.30	   26.46	  -19.44	  1.57	 0.712	 0.77
 15012	 9.32	 48.37934190	-21.96428785	  15.14	  175.41	   27.17	  1.30	 0.662	 0.72
 15028	 7.72	 48.41409053	 42.90779321	  13.37	   21.05	    4.65	  1.02	 0.866	 0.88
 15035	 8.55	 48.43984363	 36.14013794	  26.58	  112.02	  -30.74	  1.10	 0.790	 0.82
 15039	 6.88	 48.45911058	-38.80928244	  14.16	  -37.82	  -43.46	  0.65	 0.172	 0.19
 15046	 8.98	 48.47744817	 -4.51826441	  15.88	  188.57	 -176.32	  1.27	 0.668	 0.73
 15058	 7.36	 48.51185230	  0.73938883	  16.27	   74.73	  -13.92	  2.33	 0.531	 0.60
 15062	 8.12	 48.51999411	 18.30436667	  24.52	  -15.30	 -227.78	  1.03	 0.624	 0.69
 15070	10.10	 48.55649230	-31.95575649	  22.55	 -137.71	 -326.01	  1.69	 1.173	 1.29
 15087	10.30	 48.64259230	 52.34925423	  36.41	 -265.97	 -405.80	  1.92	 1.589	 2.58
 15095	 9.17	 48.68534577	-26.44648673	  54.48	  216.28	   97.95	  1.39	 1.235	 1.40
 15096	 8.79	 48.69107646	-33.86126433	  13.55	   42.11	   25.06	  1.08	 0.541	 0.61
 15099	 7.83	 48.69579281	  8.98177593	  44.96	  401.17	 -404.84	  1.09	 0.861	 0.90
 15118	 6.07	 48.73560789	 42.50361942	  14.49	   52.72	    7.23	  0.76	 1.093	 1.05
 15131	 6.75	 48.77708474	-45.66516723	  41.05	 -132.56	  141.62	  0.59	 0.586	 0.66
 15146	 9.63	 48.81224236	 34.62951661	  14.73	  213.82	 -218.08	  1.51	 0.920	 0.96
 15155	10.26	 48.83874809	-70.29565804	  20.05	  210.69	  281.31	  0.99	 0.942	 0.99
 15191	 6.30	 48.94645147	 32.85666604	  16.13	   -8.95	   19.02	  0.90	 0.366	 0.43
 15197	 4.80	 48.95844499	 -8.81984050	  27.18	   -3.82	   45.52	  0.97	 0.232	 0.28
 15199	 7.85	 48.97234119	-14.79882531	  21.34	   76.73	 -119.03	  0.95	 0.614	 0.68
 15201	 5.51	 48.98899185	-77.38860498	  34.02	  113.20	   62.00	  0.51	 0.438	 0.49
 15204	 6.25	 49.00763108	 34.68860876	  14.96	   41.49	  -39.41	  0.84	 0.290	 0.33
 15205	 7.57	 49.00780077	 35.04527290	  17.89	 -154.16	  -45.35	  0.94	 0.493	 0.57
 15207	 9.18	 49.01435413	  3.39702691	  16.87	    7.26	 -124.07	  1.46	 0.719	 0.77
 15211	10.22	 49.02375251	 -5.85427297	  20.68	  340.67	  -54.15	  2.22	 0.936	 0.98
 15215	 8.17	 49.03226981	 51.56697589	  17.90	    1.61	  -80.36	  1.14	 0.568	 0.64
 15244	 6.14	 49.14902114	 -9.15474637	  28.83	    1.48	   28.93	  0.98	 0.407	 0.49
 15247	 7.48	 49.16926943	 -3.53014978	  20.02	   77.11	  -45.72	  0.90	 0.534	 0.61
 15249	 8.76	 49.17734210	 15.65771754	  15.18	  111.79	 -200.82	  1.15	 0.670	 0.73
 15255	 9.08	 49.19071688	-52.92815258	  16.61	  -39.27	 -104.43	  0.86	 0.736	 0.78
 15266	 9.40	 49.23445158	 31.03112823	  24.38	  152.92	 -243.73	  1.75	 0.900	 0.94
 15278	 8.96	 49.27687382	 24.03513554	  18.40	  107.10	    6.09	  1.49	 0.719	 0.77
 15286	 9.63	 49.31120866	-20.68544906	  26.08	  285.63	 -139.70	  1.42	 1.078	 1.14
 15304	 7.38	 49.35953450	  7.65582608	  20.20	  169.30	   -7.64	  1.18	 0.567	 0.64
 15310	 7.78	 49.38616926	  7.69017037	  21.64	  170.41	   -7.48	  1.33	 0.617	 0.69
 15323	 6.40	 49.41715145	 31.12718548	  36.86	 -103.09	  -56.65	  1.08	 0.574	 0.65
 15329	 7.26	 49.43306393	 38.63931076	  13.94	  105.32	  -36.31	  1.74	 0.609	 0.68
 15330	 5.53	 49.43528798	-62.57689893	  82.51	 1337.83	  648.71	  0.54	 0.641	 0.72
 15353	 6.03	 49.49578856	-66.92688494	  17.24	   57.15	   13.07	  0.53	 0.133	 0.15
 15357	 5.93	 49.51038343	-28.79703600	  16.14	  155.37	  -16.12	  0.73	 0.337	 0.39
 15362	 8.80	 49.51872063	  6.48459585	  14.70	   72.71	 -111.00	  1.33	 0.702	 0.76
 15366	10.29	 49.52978849	 38.25345803	  57.75	  443.77	 -570.41	  2.19	 1.449	 1.80
 15371	 5.24	 49.54640411	-62.50793537	  82.79	 1331.10	  646.84	  0.53	 0.600	 0.67
 15376	 9.22	 49.57401162	-21.92548739	  22.55	  143.82	  196.81	  1.30	 0.766	 0.81
 15381	 7.52	 49.58347719	 18.17187524	  19.19	  -82.92	 -103.63	  1.07	 0.642	 0.71
 15383	 5.62	 49.59282830	 -0.93014105	  14.68	  251.68	  -60.59	  0.96	 1.050	 1.10
 15394	 7.42	 49.61307392	 15.17808022	  17.54	   -1.48	 -301.25	  1.28	 0.790	 0.82
 15411	 5.72	 49.67113524	-18.55964006	  27.33	  124.90	  -63.27	  0.85	 0.381	 0.45
 15412	 8.70	 49.67180094	 18.47296130	  15.52	   38.53	  -35.35	  1.42	 0.710	 0.76
 15415	 9.67	 49.68035741	 75.99451745	  24.25	  117.23	 -155.66	  1.24	 1.037	 1.01
 15442	 7.05	 49.75727628	 -2.84294728	  40.52	  251.54	 -101.82	  0.98	 0.655	 0.71
 15457	 4.84	 49.83974536	  3.36997055	 109.18	  268.88	   93.53	  0.78	 0.681	 0.73
 15482	 8.00	 49.89732087	 67.23758783	  14.43	  -52.98	  -15.70	  2.31	 0.645	 0.71
 15493	 9.30	 49.91197793	-34.02371802	  19.36	   74.72	    3.21	  1.24	 0.825	 0.85
 15495	 9.67	 49.91487149	 33.60000952	  21.57	  404.73	 -556.22	  1.60	 0.834	 0.88
 15510	 4.26	 49.97177014	-43.07154929	 165.02	 3038.08	  726.34	  0.55	 0.711	 0.79
 15514	 5.91	 49.98255370	 27.07130717	  15.88	  -24.74	  -71.10	  1.04	 0.860	 0.88
 15526	 8.48	 50.01129402	-28.78366881	  27.86	  349.07	  -67.80	  1.23	 0.820	 0.86
 15527	 7.36	 50.01393863	-28.85391344	  27.76	  348.88	  -64.82	  0.88	 0.630	 0.70
 15539	 8.44	 50.04935180	-52.03156278	  29.64	  -87.01	 -111.69	  0.86	 0.785	 0.83
 15563	 9.65	 50.12109014	  8.45443742	  34.18	  228.24	    2.51	  1.70	 1.130	 1.22
 15565	 7.34	 50.14010537	 12.34656757	  15.14	  136.66	   12.12	  0.96	 0.468	 0.54
 15572	 8.46	 50.15347162	  9.03370429	  19.71	  287.04	  -62.85	  1.32	 0.690	 0.78
 15578	 9.92	 50.17703444	-33.73033714	  22.47	  293.78	   95.99	  1.44	 1.037	 1.09
 15582	 6.92	 50.18567122	-26.28814419	  19.28	   37.46	  141.06	  0.80	 0.407	 0.47
 15585	 6.40	 50.18823634	-26.60656152	  20.59	   41.60	   22.84	  0.73	 0.542	 0.62
 15587	10.00	 50.19298156	-62.27454937	  18.17	  272.18	   28.34	  1.11	 0.830	 0.87
 15591	 8.82	 50.20298395	 43.97907506	  15.08	  134.14	 -121.08	  1.20	 0.731	 0.78
 15599	 8.55	 50.22253558	  1.16501305	  14.96	  140.03	  -38.17	  1.87	 0.581	 0.65
 15604	 9.86	 50.23283963	 66.91130637	  21.18	   98.84	 -176.14	  1.48	 1.002	 0.98
 15609	 7.94	 50.24723113	 33.21860009	  25.21	  166.55	 -112.28	  1.06	 0.728	 0.78
 15631	 8.30	 50.32322017	-59.63988267	  14.51	   59.97	   24.48	  0.67	 0.792	 0.82
 15642	 8.43	 50.34893066	-52.85544515	  22.28	  122.92	  130.70	  0.80	 0.730	 0.78
 15644	 7.86	 50.35134201	-61.48795964	  18.45	  -35.66	  -49.51	  0.61	 0.533	 0.61
 15648	 4.96	 50.36086309	 43.32965174	  21.00	  -60.43	   -0.38	  0.66	 0.051	 0.06
 15661	 9.67	 50.42438232	 10.82994457	  13.94	   22.55	  -19.64	  1.84	 0.798	 0.83
 15669	 5.94	 50.46821583	 49.07105892	  21.86	  180.91	  -63.45	  0.69	 0.468	 0.54
 15672	 8.84	 50.47521723	 53.48781591	  22.71	  152.11	 -111.10	  1.28	 0.701	 0.76
 15673	 9.05	 50.47938525	 52.33216557	  44.03	 -310.71	 -267.77	  1.24	 0.990	 1.03
 15703	 8.55	 50.56960910	-41.31570270	  16.09	   75.38	   97.37	  1.78	 0.702	 0.76
 15724	 8.83	 50.63562659	 17.72542463	  23.55	   40.02	  -29.15	  1.71	 0.882	 0.89
 15725	 9.28	 50.64719213	-30.18914490	  32.99	   52.47	  235.32	  1.29	 1.061	 1.12
 15734	 9.68	 50.67914416	-22.96157920	  14.68	  -20.34	 -106.43	  1.56	 0.746	 0.79
 15771	10.24	 50.81530040	-49.99477031	  50.16	  233.23	  261.70	  5.62	 1.386	 1.64
 15774	 8.58	 50.82064550	-49.99257806	  50.64	  247.98	  266.14	  1.73	 1.068	 1.13
 15776	 6.20	 50.82374810	 -7.79356443	  27.09	    2.11	 -219.54	  0.83	 0.702	 0.83
 15784	 7.61	 50.85436010	-14.87616888	  19.62	    9.54	   83.61	  0.88	 0.601	 0.67
 15797	 8.98	 50.88912681	 43.95809928	  39.10	  120.70	 -334.94	  1.24	 0.980	 1.02
 15799	 6.90	 50.89679270	-40.07649183	  58.53	   40.65	   42.21	  1.04	 0.840	 0.88
 15812	 9.54	 50.92136865	 -3.49860422	  13.80	   34.28	 -132.70	  1.45	 0.743	 0.79
 15843	 6.93	 51.01706296	 74.17135844	  19.01	  184.21	 -151.50	  0.66	 0.451	 0.52
 15844	10.38	 51.02642250	 23.78534067	  50.54	  217.18	 -129.17	  4.66	 1.510	 2.15
 15861	 5.50	 51.07693671	 24.72418789	  14.18	   15.72	  -51.42	  0.98	 1.190	 1.08
 15866	 7.35	 51.09786391	-31.12703054	  14.64	   40.27	  116.57	  0.75	 0.892	 0.90
 15868	 7.51	 51.10250510	-15.65359309	  19.14	  220.92	 -101.35	  0.90	 0.618	 0.69
 15875	10.28	 51.11928686	  6.98509043	  24.70	  -25.72	  -30.67	  2.19	 1.280	 1.46
 15900	 3.61	 51.20349011	  9.02906504	  15.42	  -74.25	  -80.31	  1.28	 0.887	 0.90
 15919	 7.86	 51.24944102	 -5.36188736	  66.15	 -230.41	 -768.66	  0.95	 1.153	 1.24
 15929	 8.44	 51.29432743	 -6.73568066	  14.24	   -0.39	   -2.26	  1.21	 0.503	 0.58
 15934	 9.43	 51.30382641	 42.12350302	  13.56	  181.60	 -155.02	  1.22	 0.780	 0.82
 15940	 7.98	 51.31305072	-15.03856398	  15.30	 -147.15	 -275.76	  0.89	 0.667	 0.73
 15962	 9.54	 51.37970897	 -6.69547933	  21.37	   35.99	  -44.26	  1.43	 0.940	 0.98
 15968	 5.96	 51.40105611	-69.33659399	  25.45	   -0.41	   64.81	  0.50	 0.415	 0.48
 15989	 8.41	 51.48984452	-22.06390920	  15.81	  141.74	  122.58	  1.11	 0.732	 0.78
 15998	10.17	 51.51697801	 45.45836276	  16.76	  243.52	 -186.99	  1.79	 0.850	 0.89
 16008	 8.46	 51.53671772	 12.48186692	  13.68	  -75.75	  -32.47	  1.55	 0.584	 0.66
 16012	 7.88	 51.54570775	-30.61836290	  31.88	  217.41	  227.50	  0.98	 0.716	 0.78
 16039	 9.71	 51.64088817	-53.16212447	  20.91	  295.89	  222.52	  1.43	 0.865	 0.91
 16042	 6.47	 51.64733938	 28.71534096	  19.91	   41.35	 -104.29	  1.25	 0.882	 0.89
 16069	 8.08	 51.74482544	-63.49849914	  61.07	  356.99	 -247.77	  1.42	 1.130	 1.16
 16078	 9.82	 51.77155110	-37.88839016	  17.46	    6.42	   79.76	  5.65	 0.542	 0.62
 16083	 3.73	 51.79217049	  9.73277240	  14.68	   53.61	  -38.12	  1.01	-0.082	-0.07
 16085	 7.95	 51.80085343	-58.32391044	  30.95	  249.82	   93.71	  0.71	 0.761	 0.80
 16094	 9.65	 51.82790268	-36.26159501	  25.24	   43.36	  -94.16	  1.24	 0.970	 1.02
 16107	 8.18	 51.87245502	 34.80680706	  14.04	    0.45	  -75.61	  1.33	 0.623	 0.69
 16115	 8.32	 51.90428222	-73.43987482	  15.45	   74.70	  127.32	  0.71	 0.679	 0.74
 16128	 6.73	 51.93229029	-43.85595489	  15.15	   41.64	   28.23	  0.61	 0.501	 0.57
 16134	 8.39	 51.96697135	-19.80522105	  79.26	  537.17	  303.87	  2.25	 1.337	 1.55
 16136	 8.46	 51.98040081	 18.88248201	  14.32	   13.54	  -61.28	  1.36	 0.568	 0.64
 16158	 8.00	 52.05434984	  7.30242401	  13.46	  -16.44	  -83.87	  1.11	 0.611	 0.68
 16160	 9.29	 52.05707219	-41.03104263	  14.91	  197.05	  153.47	  1.03	 0.907	 0.95
 16169	 8.23	 52.08697465	 -6.53044612	  21.98	  359.09	 -196.07	  1.19	 0.619	 0.69
 16173	10.42	 52.09275236	 78.72434228	  13.86	  194.82	 -115.90	  1.63	 1.005	 0.98
 16181	 6.03	 52.11069649	 22.80427706	  14.44	    0.02	 -111.40	  0.93	 0.951	 0.85
 16192	10.29	 52.15001829	-30.56752120	  24.51	 -189.19	  -82.98	  3.14	 0.603	 0.67
 16207	 8.30	 52.20419127	-10.17012812	  14.72	   60.57	   46.28	  1.06	 0.550	 0.62
 16213	 7.35	 52.22552870	 69.28273534	  14.52	   -9.42	   37.01	  0.72	 0.505	 0.58
 16240	10.42	 52.32709457	  1.97590323	  14.58	  250.97	 -204.99	  1.80	 0.821	 0.86
 16242	 9.95	 52.33233109	-11.67762800	  46.16	   60.88	 -304.08	  1.88	 1.403	 1.71
 16245	 4.71	 52.34244352	-62.93843436	  46.65	  383.05	  373.11	  0.48	 0.410	 0.49
 16247	 9.15	 52.34472201	-24.10109865	  31.55	  220.65	  100.37	  1.34	 1.020	 1.07
 16272	 8.79	 52.44750841	-47.39291594	  14.48	   65.40	   78.99	  0.83	 0.670	 0.73
 16285	 5.76	 52.47997851	-42.63425261	  16.04	  -59.48	   -1.45	  0.56	 0.205	 0.23
 16286	 9.70	 52.48477435	-19.62077277	  18.14	   57.83	  198.86	  1.50	 0.800	 0.84
 16292	 5.09	 52.50095974	 55.45183695	  17.07	  -45.38	  -11.77	  0.69	 0.022	 0.06
 16308	 6.77	 52.55506605	-11.64610765	  13.92	   90.89	  -85.08	  0.97	 0.732	 0.78
 16310	 6.12	 52.55661496	-41.36951768	  29.33	  -10.40	 -172.75	  0.55	 0.489	 0.53
 16324	10.40	 52.60787277	-22.04859814	  20.13	  125.96	   60.30	  5.75	      	
 16327	 8.88	 52.61748814	 54.29408984	  15.13	  148.78	 -123.10	  1.27	 0.689	 0.75
 16329	 8.29	 52.62638571	 20.10341671	  21.61	  155.02	  -63.38	  1.48	 0.739	 0.79
 16343	 9.54	 52.65868013	 40.31944909	  22.19	  -17.46	 -228.63	  1.74	 0.910	 0.95
 16348	 7.45	 52.66689587	-19.43556805	  23.76	    0.37	   -7.01	  1.07	 0.666	 0.73
 16365	 7.71	 52.71036276	-37.37223860	  25.11	 -194.91	  -21.26	  0.72	 0.591	 0.66
 16370	 6.79	 52.71863957	-62.00798965	  21.25	   39.01	   18.21	  0.58	 0.534	 0.61
 16405	 8.08	 52.81455616	 20.76854985	  20.04	 -112.36	 -196.42	  1.18	 0.680	 0.74
 16404	 9.91	 52.81517030	 66.73287495	  17.58	 1190.86	-1066.16	  1.53	 0.667	 0.73
 16443	 8.35	 52.94586637	-58.09966436	  14.48	  135.08	   -4.98	  0.66	 0.505	 0.58
 16449	 6.38	 52.97338360	-25.61411273	  13.55	   53.46	  -14.98	  0.79	 0.120	 0.13
 16460	 7.78	 53.00705473	-52.47371172	  19.68	  162.50	  -59.91	  0.68	 0.717	 0.77
 16467	 8.56	 53.02023522	 43.67016156	  18.58	  298.82	 -118.68	  1.09	 0.700	 0.75
 16479	 8.30	 53.05005751	  3.87705181	  13.59	   46.33	  -79.44	  1.06	 0.418	 0.48
 16494	 8.05	 53.09949359	 -8.60314735	  15.48	  -20.93	 -237.14	  1.09	 0.585	 0.66
 16498	 8.18	 53.10755908	 -4.36087887	  18.90	  159.39	  -86.41	  1.10	 0.622	 0.69
 16499	 5.30	 53.10960058	 46.05704336	  27.46	  -52.77	  -74.74	  0.70	 0.398	 0.49
 16517	 7.29	 53.16592590	 35.65943530	  20.45	  132.99	  -58.12	  0.96	 0.503	 0.58
 16523	 7.56	 53.18181949	-60.57441849	  13.73	  118.85	   56.24	  1.31	 0.506	 0.58
 16529	 8.88	 53.20823163	 23.69228308	  22.78	  160.99	  -40.55	  1.26	 0.844	 0.89
 16537	 3.72	 53.23509009	 -9.45830584	 310.75	 -976.44	   17.97	  0.85	 0.881	 0.94
 16538	 7.03	 53.23977846	 16.59866190	  18.16	  -22.39	  -96.10	  1.06	 0.503	 0.58
 16540	 7.48	 53.24878887	-67.41930700	  20.44	  -65.84	  -75.21	  0.59	 0.521	 0.59
 16544	 8.72	 53.26575418	-46.72230062	  18.52	   40.56	   -2.23	  0.89	 0.672	 0.73
 16563	 8.15	 53.30597056	 46.25780038	  29.61	   67.45	 -176.39	  1.40	 0.800	 0.81
 16581	 8.08	 53.36098964	 59.41750910	  31.12	  161.71	 -307.44	  1.11	 0.871	 0.88
 16591	 5.79	 53.39592658	 39.89959026	  18.29	   17.06	  -45.98	  0.81	 0.139	 0.15
 16595	 9.54	 53.40640316	-46.98221523	  15.44	   88.18	   86.52	  1.05	 0.733	 0.78
 16599	 5.98	 53.41292455	 54.97486087	  14.71	  -41.31	   -1.63	  0.78	 0.114	 0.13
 16602	 6.37	 53.42180546	 57.86863580	  13.91	    7.00	   36.75	  0.88	 0.523	 0.60
 16607	 7.05	 53.43857096	-15.12758867	  20.06	  -57.34	 -128.54	  0.85	 0.455	 0.52
 16628	 6.20	 53.48672231	-31.08030021	  23.54	  -35.15	   76.40	  0.76	 0.482	 0.55
 16641	 6.14	 53.53466813	 17.83358303	  23.57	   95.50	 -310.56	  0.94	 0.891	 0.91
 16646	10.30	 53.55144734	 73.57548098	  20.82	   -1.71	  -70.37	  1.48	 1.200	 1.33
 16666	 7.04	 53.62439947	-34.83229352	  15.55	  -10.84	  -50.75	  0.66	 0.384	 0.45
 16681	 7.68	 53.65879346	-12.29771598	  15.70	   52.97	  -68.03	  0.91	 0.524	 0.60
 16692	 7.91	 53.68710590	 38.80574066	  13.86	   61.47	  -58.09	  1.04	 0.414	 0.48
 16693	 9.43	 53.68840879	-62.45702370	  24.56	   56.72	   78.02	  0.93	 0.900	 0.94
 16711	 8.57	 53.75243400	-48.41988884	  74.86	  404.54	  307.45	  0.83	 1.310	 1.53
 16712	 6.43	 53.75431434	 60.04137677	  17.86	  -22.58	   21.52	  1.20	 0.433	 0.50
 16713	 6.66	 53.75484857	 32.01687284	  14.75	   54.98	  -41.96	  1.87	 0.429	 0.50
 16719	 7.01	 53.77585389	 38.58574065	  16.58	   30.79	  -28.99	  0.96	 0.337	 0.39
 16723	 7.48	 53.79230644	  5.71409597	  16.71	    7.55	  -34.75	  0.95	 0.515	 0.59
 16727	 8.54	 53.80350661	 -0.73861013	  19.81	  105.06	 -118.78	  1.10	 0.789	 0.82
 16747	 8.43	 53.86007132	 35.47992243	  26.73	  -55.66	  -32.08	  2.25	 0.984	 0.96
 16760	10.49	 53.91218660	 12.04045063	  17.14	   67.64	 -340.47	  2.00	 0.930	 0.98
 16766	 8.73	 53.93708310	 -3.86405160	  13.98	 -103.61	 -182.86	  1.19	 0.643	 0.71
 16770	 8.64	 53.95370863	 -9.06024562	  14.46	  -93.48	 -208.56	  1.00	 0.669	 0.73
 16783	 8.85	 53.99714852	-23.51803212	  21.35	 -108.91	  -44.85	  1.34	 0.784	 0.82
 16788	 7.65	 54.01396137	 16.46808013	  22.25	 -284.52	 -276.33	  1.14	 0.580	 0.65
 16792	 8.99	 54.03343140	-17.08393079	  13.41	  -77.36	  -98.15	  1.41	 0.625	 0.69
 16794	 8.60	 54.04220822	-51.21553400	  16.93	  -26.69	 -194.00	  0.89	 0.689	 0.75
 16806	 8.16	 54.08258780	 28.96141876	  14.04	   12.91	  -58.39	  1.20	 0.461	 0.53
 16818	 8.20	 54.10813149	 67.95214918	  16.83	   67.16	   17.07	  0.90	 0.542	 0.62
 16824	 8.62	 54.11988800	 23.79754451	  15.66	   53.00	 -103.72	  1.32	 0.669	 0.73
 16835	 6.53	 54.16579754	 29.22404365	  14.98	   49.92	   -5.40	  1.23	 0.271	 0.31
 16846	 5.82	 54.19711994	  0.58815498	  34.52	  -32.98	 -163.45	  0.87	 0.885	 0.89
 16851	 6.93	 54.21412023	-33.78071194	  18.69	   42.25	   16.88	  0.70	 0.477	 0.55
 16852	 4.29	 54.21882896	  0.40283316	  72.89	 -232.69	 -482.00	  0.78	 0.575	 0.66
 16853	 7.62	 54.22217845	-49.95801756	  24.00	   89.96	    1.82	  0.66	 0.592	 0.66
 16860	 8.86	 54.24229777	-28.13086406	  20.38	  -72.58	 -243.48	  1.49	 0.730	 0.78
 16864	 9.67	 54.25541318	-41.52783831	  13.67	  173.39	   79.71	  1.06	 0.773	 0.82
 16870	 4.57	 54.27365880	-40.27451075	  14.88	    2.77	  -14.23	  0.55	 1.023	 1.07
 16879	 7.28	 54.29534916	 25.99175641	  26.78	  237.51	 -271.85	  0.95	 0.704	 0.75
 16887	 9.29	 54.32791215	 73.08393306	  17.19	  204.54	 -163.90	  1.24	 0.824	 0.86
 16891	 8.24	 54.33623956	 15.09555779	  14.67	  -20.80	  -61.89	  1.30	 0.534	 0.61
 16900	 6.96	 54.36676528	 31.12017469	  18.32	 -139.60	   20.19	  0.91	 0.460	 0.53
 16908	 9.35	 54.39535518	 21.34324066	  25.23	  141.55	  -27.39	  1.58	 0.917	 0.96
 16914	 6.89	 54.42123987	-74.82256689	  16.00	  -51.88	   -1.37	  0.53	 0.328	 0.38
 16924	 6.40	 54.44924357	 15.43062339	  13.52	   22.43	  -29.51	  1.02	 0.167	 0.18
 16930	 7.78	 54.46868532	  5.64127859	  15.37	  -30.72	   16.99	  0.94	 0.574	 0.65
 16933	 9.63	 54.47635992	 -2.51170645	  23.01	  114.73	   21.50	  2.42	 0.965	 1.01
 16942	 8.35	 54.51089042	-59.77601143	  14.01	   25.87	   44.62	  0.68	 0.510	 0.58
 16954	 9.99	 54.52516580	-37.21835571	  16.41	  237.38	  103.02	  1.36	 0.755	 0.80
 16959	 6.96	 54.54253190	-59.77648614	  14.03	   25.54	   43.29	  0.51	 0.404	 0.47
 16971	 8.50	 54.57209068	 -2.55850695	  15.03	   28.46	   44.68	  1.14	 0.559	 0.63
 16998	 9.61	 54.65465192	-36.68190514	  13.43	  174.80	 -115.32	  1.16	 0.664	 0.73
 17015	 8.98	 54.72627928	 42.39372844	  20.24	  189.75	 -298.63	  1.26	 0.810	 0.85
 17017	 7.34	 54.72718695	 -1.52542754	  14.44	   45.61	  -23.56	  0.88	 0.337	 0.39
 17022	 6.73	 54.73891587	 42.53859836	  23.61	 -194.77	 -132.90	  1.86	 0.614	 0.68
 17024	 8.66	 54.74475769	  0.79656988	  20.54	   54.97	  -21.45	  1.15	 0.706	 0.76
 17027	 5.97	 54.75469049	 -5.62570656	  28.44	  -13.53	 -207.06	  0.77	 0.921	 0.94
 17029	 9.65	 54.75695665	-45.77438586	  17.17	  -22.80	  -34.54	  1.71	 0.859	 0.87
 17032	 9.07	 54.76854911	  9.65291967	  16.71	    8.72	  -31.46	  1.34	 0.700	 0.76
 17047	 8.27	 54.82001172	-42.76228280	  16.58	  -51.72	 -110.96	  0.82	 0.530	 0.60
 17049	 6.67	 54.82102357	 13.89173640	  14.68	   12.57	  -99.41	  0.93	 0.920	 0.92
 17076	 8.24	 54.88950964	 18.38538271	  27.18	  188.20	 -193.16	  1.40	 0.810	 0.85
 17083	 8.22	 54.90495230	 59.37010424	  16.72	   -8.76	  -23.80	  1.18	 0.556	 0.63
 17096	 7.12	 54.93034384	-52.91561462	  28.90	 -193.62	  -91.92	  0.56	 0.583	 0.65
 17102	 9.03	 54.95411969	 33.47343115	  20.03	  -39.81	   -5.41	  2.14	 1.090	 1.05
 17108	 6.94	 54.97272993	-28.51122346	  16.17	  -22.61	 -109.88	  0.84	 0.552	 0.62
 17118	 6.81	 54.99435196	 63.87076052	  22.93	  129.42	 -143.11	  0.73	 0.478	 0.54
 17126	 8.21	 55.02169771	 63.87494842	  23.92	  137.58	 -131.99	  1.18	 0.818	 0.84
 17129	 6.82	 55.03016874	 34.11646037	  21.88	  -74.37	    6.24	  1.81	 0.543	 0.62
 17147	 6.68	 55.09025656	 -3.21646054	  41.07	  689.67	 -214.34	  0.86	 0.554	 0.66
 17157	 9.59	 55.12209173	-47.92538868	  39.84	   97.86	   98.88	  1.11	 1.267	 1.44
 17165	 9.58	 55.14302139	 -2.21995947	  26.25	  -93.32	 -184.87	  4.28	 1.025	 1.08
 17183	 6.96	 55.19672534	 -2.33214712	  22.28	  374.09	 -220.87	  0.91	 0.954	 1.00
 17184	 8.65	 55.20112570	-81.78962263	  20.29	  134.91	  201.71	  0.82	 0.692	 0.75
 17187	 8.78	 55.20624087	 31.82651813	  31.46	   40.53	  -93.76	  1.37	 0.845	 0.89
 17207	 9.61	 55.29394467	  3.61195407	  39.87	  -41.66	 -236.97	  2.01	 1.360	 1.64
 17213	 9.46	 55.30624105	 75.39936585	  21.50	   94.08	 -136.65	  2.04	 1.100	 1.18
 17217	 7.93	 55.31653531	 45.89582949	  20.37	  -49.74	    4.39	  2.27	 0.665	 0.73
 17233	 9.16	 55.35939411	-16.31775872	  13.34	   11.02	 -122.88	  1.26	 0.739	 0.79
 17235	 8.10	 55.36770523	 12.60811249	  15.26	   45.86	  -79.67	  1.18	 0.526	 0.60
 17253	 8.07	 55.42279032	 -2.84743897	  17.40	  -40.44	  -24.50	  1.01	 0.657	 0.72
 17255	 9.03	 55.43531081	-51.42577997	  26.52	  -69.77	   36.57	  0.85	 1.089	 1.05
 17264	 9.73	 55.46053888	-62.76696977	  25.57	 -103.76	  -43.58	  1.00	 1.013	 1.06
 17265	 8.25	 55.46580826	-10.69721737	  33.92	  302.50	 -261.70	  1.19	 0.751	 0.80
 17266	10.02	 55.47163623	 -5.93990897	  14.46	  271.29	  209.98	  1.59	 0.774	 0.82
 17276	 6.77	 55.49622425	-24.65215153	  24.61	  163.15	  -32.46	  0.77	 0.506	 0.58
 17298	 6.50	 55.54131805	-45.95792132	  25.39	  -72.55	   13.51	  0.55	 0.522	 0.59
 17305	 7.40	 55.56627304	 22.78663999	  18.79	   21.57	  -75.50	  1.05	 0.428	 0.50
 17320	 6.77	 55.61508293	 32.93945824	  13.71	   28.00	  -92.15	  1.10	 0.486	 0.56
