

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.


queryDateTime:2007-11-21T06:10:20PST



Main Information Table for ABELL 0085



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|pos_ra_equ|pos_dec_equ|Object Type|Velocity|Redshift|Redshift_flag|DistanceArcmin|Number of References|Number of Notes|Number of Photometry Data Points|Number of Position Data Points|Number of Redshift Data Points|Number of Diameter Data Points|Number of Associations
2388|2MASX J00414822-0917029| 10.45071 |  -9.28427 |G| 15870| 0.052938 |    ||20|0|31|3|5|6|0
2389|ABELL 0085:[SDG98] 1929| 10.45071 |  -9.23833 |G|||||1|0|0|0|0|0|0
2390|ABELL 0085:[SDG98] A428| 10.45075 |  -9.22033 |G|||||1|0|0|0|0|0|0
2391|ABELL 0085:[SPS89] 33ii| 10.45077 |  -9.27319 |G| 15859| 0.052900 |    ||2|0|0|0|0|0|0
2392|ABELL 0085:[SDG98] A429| 10.45079 |  -9.48261 |G|||||1|0|0|0|0|0|0
2393|ABELL 0085:[DLF2005] 13| 10.45090 |  -9.47841 |XrayS|||||1|0|0|0|0|0|0
2394|ABELL 0085:[SDG98] A432| 10.45108 |  -9.44136 |G|||||1|0|0|0|0|0|0
2395|APMUKS(BJ) B003916.69-101656.5| 10.45142 | -10.00819 |G|||||1|0|1|1|0|0|0
2396|APMUKS(BJ) B003916.53-092134.2| 10.45154 |  -9.08531 |G|||||1|0|1|1|0|0|0
2397|SDSS J004148.44-085325.7| 10.45188 |  -8.89049 |G| 16744| 0.055853 |    ||5|0|21|3|3|4|0
2398|ABELL 0085:[SDG98] A433| 10.45196 |  -9.47853 |G|||||1|0|0|0|0|0|0
2399|ABELL 0085:[SDG98] A434| 10.45237 |  -9.45811 |G|||||1|0|0|0|0|0|0
2400|ABELL 0085:[SDG98] A435| 10.45237 |  -9.41864 |G|||||1|0|0|0|0|0|0
2401|ABELL 0085:[SDG98] A436| 10.45250 |  -9.47644 |G|||||1|0|0|0|0|0|0
2402|ABELL 0085:[SDG98] 1934| 10.45250 | -10.03483 |G|||||1|0|0|0|0|0|0
2403|ABELL 0085:[SDG98] 1935| 10.45254 |  -9.96428 |G|||||1|0|0|0|0|0|0
2404|ABELL 0085:[SDG98] 1936| 10.45275 |  -8.93253 |G|||||1|0|0|0|0|0|0
2405|ABELL 0085:[SDG98] A437| 10.45300 |  -9.38700 |G|||||1|0|0|0|0|0|0
2406|ABELL 0085:[SDG98] A440| 10.45308 |  -9.38861 |G|||||1|0|0|0|0|0|0
2407|ABELL 0085:[SDG98] A438| 10.45308 |  -9.25039 |G|||||1|0|0|0|0|0|0
2408|ABELL 0085:[SDG98] A439| 10.45308 |  -9.23217 |G|||||1|0|0|0|0|0|0
2409|APMUKS(BJ) B003916.95-093130.1| 10.45325 |  -9.25086 |G|||||1|0|1|1|0|0|0
2410|ABELL 0085:[SDG98] A442| 10.45329 |  -9.31217 |G|||||1|0|0|0|0|0|0
2411|ABELL 0085:[SDG98] A441| 10.45329 |  -9.21092 |G|||||1|0|0|0|0|0|0
2412|ABELL 0085:[SDG98] 1938| 10.45350 |  -9.54078 |G|||||1|0|0|0|0|0|0
2413|NVSS J004148-093614| 10.45361 |  -9.60439 |G|||||2|0|1|0|0|0|1
2414|ABELL 0085:[SDG98] 1939| 10.45363 |  -9.21203 |G|||||1|0|0|0|0|0|0
2415|ABELL 0085:[SDG98] A443| 10.45375 |  -9.20850 |G|||||1|0|0|0|0|0|0
2416|ABELL 0085:[SDG98] A444| 10.45404 |  -9.26525 |G|||||1|0|0|0|0|0|0
2417|ABELL 0085:[SDG98] A445| 10.45417 |  -9.43842 |G|||||1|0|0|0|0|0|0
2418|2MASX J00414899-0957049| 10.45422 |  -9.95138 |G| 15537| 0.051826 |    ||4|0|29|1|2|6|0
2419|ABELL 0085:[SDG98] 1941| 10.45425 |  -9.46856 |G|||||1|0|0|0|0|0|0
2420|APMUKS(BJ) B003917.33-094529.9| 10.45429 |  -9.48428 |G| 18367| 0.061266 |    ||10|0|1|2|2|0|0
2421|[SRA96] 003917.29-093708.1| 10.45454 |  -9.34484 |G|||||2|0|0|0|0|0|0
2422|APMUKS(BJ) B003917.28-092711.6| 10.45463 |  -9.17897 |G|||||1|0|1|1|0|0|0
2423|ABELL 0085:[SDG98] A447| 10.45504 |  -9.46878 |G|||||1|0|0|0|0|0|0
2424|ABELL 0085:[SDG98] 1944| 10.45513 | -10.13578 |G|||||1|0|0|0|0|0|0
2425|APMUKS(BJ) B003917.58-101555.3| 10.45513 |  -9.99125 |G|||||1|0|1|1|0|0|0
2426|ABELL 0085:[SDG98] 1946| 10.45538 | -10.20461 |G|||||1|0|0|0|0|0|0
2427|ABELL 0085:[SDG98] A449| 10.45579 |  -9.43161 |G|||||1|0|0|0|0|0|0
2428|APMUKS(BJ) B003917.59-094445.3| 10.45592 |  -9.47172 |G| 21677| 0.072307 |    ||3|0|1|1|0|0|0
2429|ABELL 0085:[SDG98] A450| 10.45596 |  -9.26914 |G|||||1|0|0|0|0|0|0
2430|ABELL 0085:[SDG98] 1948| 10.45608 |  -9.26933 |G|||||1|0|0|0|0|0|0
2431|APMUKS(BJ) B003917.58-090136.6| 10.45629 |  -8.75272 |G|||||1|0|1|1|0|0|0
2432|ABELL 0085:[SDG98] A451| 10.45629 |  -9.18461 |G|||||1|0|0|0|0|0|0
2433|ABELL 0085:[SDG98] A452| 10.45629 |  -9.32797 |G|||||1|0|0|0|0|0|0
2434|APMUKS(BJ) B003917.68-091542.3| 10.45646 |  -8.98759 |G| 62710| 0.209178 |    ||2|0|1|1|0|0|0
2435|APMUKS(BJ) B003917.80-093410.2| 10.45679 |  -9.29542 |G| 14995| 0.050018 |    ||7|0|1|1|2|0|0
2436|APMUKS(BJ) B003917.67-083635.0| 10.45692 |  -8.33564 |G|||||1|0|1|1|0|0|0
2437|ABELL 0085:[SDG98] A454| 10.45717 |  -9.45864 |G|||||1|0|0|0|0|0|0
2438|ABELL 0085:[DFL98] 241| 10.45738 |  -9.30928 |G| 16536| 0.055158 |    ||1|0|0|0|0|0|0
2439|ABELL 0085:[SDG98] 1953| 10.45767 |  -8.98572 |G|||||1|0|0|0|0|0|0
2440|ABELL 0085:[SDG98] 1954| 10.45771 |  -9.55064 |G|||||1|0|0|0|0|0|0
2441|ABELL 0085:[SDG98] A456| 10.45796 |  -9.31406 |G|||||1|0|0|0|0|0|0
2442|ABELL 0085:[SDG98] A457| 10.45842 |  -9.46094 |G|||||1|0|0|0|0|0|0
2443|ABELL 0085:[SDG98] A458| 10.45850 |  -9.31278 |G|||||1|0|0|0|0|0|0
2444|ABELL 0085:[SDG98] 1955| 10.45858 |  -9.98064 |G|||||1|0|0|0|0|0|0
2445|ABELL 0085:[SDG98] A459| 10.45862 |  -9.18986 |G|||||1|0|0|0|0|0|0
2446|ABELL 0085:[SDG98] A455| 10.45892 |  -9.49004 |*|||||2|0|0|0|0|0|0
2447|ABELL 0085:[SDG98] 1957| 10.45904 |  -9.51694 |G|||||1|0|0|0|0|0|0
2448|APMUKS(BJ) B003918.50-095322.7| 10.45929 |  -9.61547 |G|||||1|0|1|1|0|0|0
2449|GIN 009| 10.45933 |  -9.42984 |G| 17349| 0.057870 |    ||29|0|32|5|6|6|0
2450|ABELL 0085:[SDG98] A460| 10.45937 |  -9.43917 |G|||||1|0|0|0|0|0|0
2451|ABELL 0085:[SDG98] A462| 10.45967 |  -9.34672 |G|||||1|0|0|0|0|0|0
2452|SDSS J004150.35-092818.2| 10.45975 |  -9.47176 |G| 17198| 0.057366 |    ||7|0|22|2|1|4|0
2453|ABELL 0085:[SDG98] A463| 10.45979 |  -9.44125 |G|||||1|0|0|0|0|0|0
2454|ABELL 0085:[SDG98] A464| 10.45988 |  -9.32683 |G|||||1|0|0|0|0|0|0
2455|ABELL 0085:[SDG98] A465| 10.45988 |  -9.23731 |G|||||1|0|0|0|0|0|0
2456|SDSS J004150.37-091937.7| 10.45991 |  -9.32714 |G| 17831| 0.059478 |    ||4|0|22|2|1|4|0
2457|ABELL 0085:[SDG98] A467| 10.46000 |  -9.20714 |G|||||1|0|0|0|0|0|0
2458|APMUKS(BJ) B003918.70-100838.4| 10.46008 |  -9.86984 |G| 49096| 0.163766 |    ||3|0|1|1|0|0|0
2459|ABELL 0085:[SDG98] A468| 10.46029 |  -9.36986 |G|||||1|0|0|0|0|0|0
2460|MCG -02-02-086| 10.46031 |  -9.30314 |G| 16690| 0.055672 |    ||66|2|38|4|9|11|0
2461|ABELL 0085:[SDG98] A469| 10.46042 |  -9.32411 |G|||||1|0|0|0|0|0|0
2462|ABELL 0085:[SDG98] 1963| 10.46063 |  -9.74792 |G|||||1|0|0|0|0|0|0
2463|ABELL 0085:[SDG98] 1964| 10.46075 |  -9.97919 |G|||||1|0|0|0|0|0|0
2464|ABELL 0085:[SDG98] A471| 10.46083 |  -9.31603 |G|||||1|0|0|0|0|0|0
2465|ABELL 0085:[SDG98] A472| 10.46096 |  -9.29311 |G|||||1|0|0|0|0|0|0
2466|ABELL 0085:[SDG98] 1965| 10.46112 |  -9.31650 |G|||||1|0|0|0|0|0|0
2467|[BFH91] 0039-0935B| 10.46117 |  -9.29397 |G| 16536| 0.055158 |    ||2|0|0|0|1|0|0
2468|ABELL 0085:[SDG98] A473| 10.46117 |  -9.41642 |G|||||1|0|0|0|0|0|0
2469|ABELL 0085:[SDG98] 1967| 10.46125 |  -9.45406 |G|||||1|0|0|0|0|0|0
2470|ABELL 0085:[SDG98] A474| 10.46138 |  -9.31825 |G|||||1|0|0|0|0|0|0
2471|ABELL 0085:[SDG98] 1968| 10.46150 |  -9.50081 |G|||||1|0|0|0|0|0|0
2472|ABELL 0085:[SDG98] A476| 10.46150 |  -9.46869 |G|||||1|0|0|0|0|0|0
2473|ABELL 0085:[SDG98] A475| 10.46150 |  -9.38794 |G|||||1|0|0|0|0|0|0
2474|ABELL 0085:[SDG98] 1970| 10.46158 |  -9.40719 |G|||||1|0|0|0|0|0|0
2475|APMUKS(BJ) B003918.96-093012.8| 10.46183 |  -9.22934 |G| 18178| 0.060635 |    ||7|0|1|1|0|0|0
2476|APMUKS(BJ) B003918.98-090331.6| 10.46187 |  -8.78459 |G| 23131| 0.077157 |    ||3|0|1|1|0|0|0
2477|ABELL 0085:[SDG98] A478| 10.46192 |  -9.48314 |G|||||1|0|0|0|0|0|0
2478|ABELL 0085:[SDG98] A477| 10.46192 |  -9.33258 |G|||||1|0|0|0|0|0|0
2479|ABELL 0085:[SDG98] A479| 10.46200 |  -9.27833 |G|||||1|0|0|0|0|0|0
2480|ABELL 0085:[SDG98] A480| 10.46204 |  -9.45403 |G|||||1|0|0|0|0|0|0
2481|ABELL 0085:[SDG98] A481| 10.46213 |  -9.26558 |G|||||1|0|0|0|0|0|0
2482|ABELL 0085:[SDG98] A482| 10.46213 |  -9.19886 |G|||||1|0|0|0|0|0|0
2483|ABELL 0085:[SDG98] 1972| 10.46217 |  -9.33453 |G|||||1|0|0|0|0|0|0
2484|ABELL 0085:[DLF2005] 15| 10.46217 |  -9.47219 |XrayS|||||1|0|0|0|0|0|0
2485|ABELL 0085:[SDG98] A483| 10.46221 |  -9.33425 |G|||||1|0|0|0|0|0|0
2486|ABELL 0085:[SDG98] A484| 10.46233 |  -9.32294 |G|||||1|0|0|0|0|0|0
2487|ABELL 0085:[SDG98] A485| 10.46242 |  -9.26483 |G|||||1|0|0|0|0|0|0
2488|ABELL 0085:[SDG98] 1973| 10.46246 |  -9.32356 |G|||||1|0|0|0|0|0|0
2489|APMUKS(BJ) B003919.20-093152.7| 10.46246 |  -9.25717 |G|||||1|0|1|1|0|0|0
2490|ABELL 0085:[SDG98] A486| 10.46254 |  -9.25667 |G|||||1|0|0|0|0|0|0
2491|ABELL 0085:[SDG98] A487| 10.46254 |  -9.26922 |G|||||1|0|0|0|0|0|0
2492|ABELL 0085:[SDG98] A488| 10.46258 |  -9.46597 |G|||||1|0|0|0|0|0|0
2493|ABELL 0085:[SDG98] A489| 10.46279 |  -9.47739 |G|||||1|0|0|0|0|0|0
2494|ABELL 0085:[SDG98] 1975| 10.46292 |  -9.14114 |G|||||1|0|0|0|0|0|0
2495|ABELL 0085:[SDG98] 1976| 10.46308 |  -9.49747 |G|||||1|0|0|0|0|0|0
2496|ABELL 0085:[SDG98] A490| 10.46321 |  -9.47236 |G|||||1|0|0|0|0|0|0
2497|LEDA 138212| 10.46333 |  -9.28778 |G| 18020| 0.060108 |    ||3|0|0|0|0|0|0
2498|ABELL 0085:[SDG98] A491| 10.46337 |  -9.19142 |G|||||1|0|0|0|0|0|0
2499|APMUKS(BJ) B003919.45-093159.7| 10.46350 |  -9.25931 |G| 15253| 0.050878 |    ||2|0|1|1|0|0|0
2500|ABELL 0085:[SDG98] 1978| 10.46363 |  -9.86781 |G|||||1|0|0|0|0|0|0
2501|APMUKS(BJ) B003919.56-095721.9| 10.46371 |  -9.68200 |G| 38743| 0.129233 |    ||2|0|1|1|0|0|0
2502|ABELL 0085:[SDG98] A493| 10.46375 |  -9.44419 |G|||||1|0|0|0|0|0|0
2503|ABELL 0085:[SDG98] A494| 10.46383 |  -9.24075 |G|||||1|0|0|0|0|0|0
2504|ABELL 0085:[SDG98] 1980| 10.46392 |  -9.19297 |G|||||1|0|0|0|0|0|0
2505|ABELL 0085:[SDG98] A495| 10.46392 |  -9.31531 |G|||||1|0|0|0|0|0|0
2506|APMUKS(BJ) B003919.53-093055.8| 10.46396 |  -9.24142 |G|||||1|0|1|1|0|0|0
2507|ABELL 0085:[SDG98] A497| 10.46404 |  -9.28619 |G|||||1|0|0|0|0|0|0
2508|ABELL 0085:[SDG98] A496| 10.46404 |  -9.35553 |G|||||1|0|0|0|0|0|0
2509|ABELL 0085:[SDG98] 1982| 10.46404 |  -9.31592 |G|||||1|0|0|0|0|0|0
2510|APMUKS(BJ) B003919.76-102836.6| 10.46412 | -10.20292 |G|||||1|0|1|1|0|0|0
2511|ABELL 0085:[SDG98] 1984| 10.46417 |  -9.17931 |G|||||1|0|0|0|0|0|0
2512|ABELL 0085:[SDG98] 1985| 10.46421 | -10.01692 |G|||||1|0|0|0|0|0|0
2513|ABELL 0085:[SDG98] A498| 10.46425 |  -9.28578 |G|||||1|0|0|0|0|0|0
2514|ABELL 0085:[SDG98] 1986| 10.46438 |  -9.25781 |G|||||1|0|0|0|0|0|0
2515|ABELL 0085:[SDG98] A500| 10.46467 |  -9.31406 |G|||||1|0|0|0|0|0|0
2516|ABELL 0085:[SDG98] A501| 10.46475 |  -9.25731 |G|||||1|0|0|0|0|0|0
2517|ABELL 0085:[SDG98] A502| 10.46529 |  -9.32400 |G|||||1|0|0|0|0|0|0
2518|ABELL 0085:[SDG98] 1987| 10.46537 | -10.08528 |G|||||1|0|0|0|0|0|0
2519|ABELL 0085:[SDG98] 1988| 10.46550 |  -9.57117 |G|||||1|0|0|0|0|0|1
2520|ABELL 0085:[SDG98] A503| 10.46571 |  -9.22914 |G|||||1|0|0|0|0|0|0
2521|APMUKS(BJ) B003919.94-093016.0| 10.46575 |  -9.23036 |G|||||1|0|1|1|0|0|0
2522|ABELL 0085:[SDG98] A504| 10.46604 |  -9.19508 |G|||||1|0|0|0|0|0|0
2523|ABELL 0085:[SDG98] A505| 10.46604 |  -9.19319 |G|||||1|0|0|0|0|0|0
2524|ABELL 0085:[SDG98] A506| 10.46608 |  -9.45906 |G|||||1|0|0|0|0|0|0
2525|2MASX J00415195-0931579| 10.46631 |  -9.53290 |G| 16759| 0.055903 |    ||7|0|31|3|4|6|0
2526|SDSS J004151.91-093659.1| 10.46637 |  -9.61642 |G| 16217| 0.054095 |    ||3|0|22|2|2|4|0
2527|ABELL 0085:[SDG98] A507| 10.46637 |  -9.21739 |G|||||1|0|0|0|0|0|0
2528|ABELL 0085:[SDG98] 1992| 10.46642 |  -9.24575 |G|||||1|0|0|0|0|0|0
2529|ABELL 0085:[SDG98] 1993| 10.46650 |  -9.43022 |G|||||1|0|0|0|0|0|0
2530|ABELL 0085:[SDG98] A510| 10.46658 |  -9.47319 |G|||||1|0|0|0|0|0|0
2531|ABELL 0085:[SDG98] A508| 10.46658 |  -9.33478 |G|||||1|0|0|0|0|0|0
2532|ABELL 0085:[SDG98] A509| 10.46658 |  -9.46272 |G|||||1|0|0|0|0|0|0
2533|ABELL 0085:[SDG98] A511| 10.46667 |  -9.33258 |G|||||1|0|0|0|0|0|0
2534|ABELL 0085:[SDG98] A512| 10.46667 |  -9.24494 |G|||||1|0|0|0|0|0|0
2535|ABELL 0085:[SDG98] 1994| 10.46675 |  -8.83333 |G|||||1|0|0|0|0|0|0
2536|ABELL 0085:[SDG98] 1995| 10.46675 |  -9.47928 |G|||||1|0|0|0|0|0|0
2537|ABELL 0085:[SDG98] A513| 10.46683 |  -9.46344 |G|||||1|0|0|0|0|0|0
2538|ABELL 0085:[SDG98] A514| 10.46692 |  -9.46658 |G|||||1|0|0|0|0|0|0
2539|APMUKS(BJ) B003920.21-085609.5| 10.46725 |  -8.66186 |G|||||1|0|1|1|0|0|0
2540|ABELL 0085:[SDG98] A515| 10.46729 |  -9.29372 |G|||||1|0|0|0|0|0|0
2541|ABELL 0085:[SDG98] A516| 10.46733 |  -9.42983 |G|||||1|0|0|0|0|0|0
2542|MCG -02-02-088| 10.46735 |  -9.50413 |G| 17164| 0.057253 |    ||15|1|12|2|3|3|0
2543|APMUKS(BJ) B003920.22-085033.2| 10.46738 |  -8.56847 |G|||||1|0|1|1|0|0|0
2544|ABELL 0085:[SDG98] A517| 10.46775 |  -9.47969 |G|||||1|0|0|0|0|0|0
2545|APMUKS(BJ) B003920.44-092245.2| 10.46792 |  -9.10517 |G|||||1|0|1|1|0|0|0
2546|ABELL 0085:[SDG98] 2000| 10.46800 |  -9.39747 |G|||||1|0|0|0|0|0|0
2547|ABELL 0085:[SDG98] 2001| 10.46821 |  -9.26444 |G|||||1|0|0|0|0|0|0
2548|ABELL 0085:[SDG98] 2002| 10.46821 |  -9.65828 |G|||||1|0|0|0|0|0|0
2549|ABELL 0085:[SDG98] A518| 10.46829 |  -9.26411 |G|||||1|0|0|0|0|0|0
2550|ABELL 0085:[SDG98] A519| 10.46846 |  -9.34211 |G|||||1|0|0|0|0|0|0
2551|ABELL 0085:[SDG98] A520| 10.46850 |  -9.22914 |G|||||1|0|0|0|0|0|0
2552|ABELL 0085:[SDG98] 2003| 10.46858 |  -9.23003 |G|||||1|0|0|0|0|0|0
2553|ABELL 0085:[SDG98] 2004| 10.46867 |  -8.56181 |G|||||1|0|0|0|0|0|0
2554|ABELL 0085:[SDG98] 2005| 10.46867 |  -9.47894 |G|||||1|0|0|0|0|0|0
2555|ABELL 0085:[SDG98] 2006| 10.46871 |  -9.34706 |G|||||1|0|0|0|0|0|0
2556|ABELL 0085:[SDG98] A521| 10.46871 |  -9.39642 |G|||||1|0|0|0|0|0|0
2557|APMUKS(BJ) B003920.69-093516.4| 10.46875 |  -9.31372 |G|||||1|0|1|1|0|0|0
2558|ABELL 0085:[SDG98] A522| 10.46879 |  -9.31311 |G|||||1|0|0|0|0|0|0
2559|ABELL 0085:[SDG98] A523| 10.46883 |  -9.48125 |G|||||1|0|0|0|0|0|0
2560|ABELL 0085:[SDG98] A524| 10.46900 |  -9.34694 |G|||||1|0|0|0|0|0|0
2561|ABELL 0085:[SDG98] A525| 10.46925 |  -9.45686 |G|||||1|0|0|0|0|0|0
2562|SDSS J004152.63-084843.7| 10.46937 |  -8.81215 |G| 15804| 0.052715 |    ||6|0|21|2|1|4|0
2563|ABELL 0085:[SDG98] A526| 10.46967 |  -9.47958 |G|||||1|0|0|0|0|0|0
2564|ABELL 0085:[SDG98] A527| 10.46996 |  -9.23981 |G|||||1|0|0|0|0|0|0
2565|ABELL 0085:[SDG98] A528| 10.47017 |  -9.21353 |G|||||1|0|0|0|0|0|0
2566|SDSS J004152.84-092130.2| 10.47018 |  -9.35841 |G| 18325| 0.061126 |    ||12|0|22|3|4|4|0
2567|APMUKS(BJ) B003921.14-095934.1| 10.47033 |  -9.71861 |G|||||1|0|1|1|0|0|0
2568|ABELL 0085:[SDG98] A530| 10.47075 |  -9.45414 |G|||||1|0|0|0|0|0|0
2569|ABELL 0085:[SDG98] A531| 10.47083 |  -9.22714 |G|||||1|0|0|0|0|0|0
2570|APMUKS(BJ) B003921.07-085243.3| 10.47100 |  -8.60467 |G|||||1|0|1|1|0|0|0
2571|ABELL 0085:[SPS89] 38i| 10.47107 |  -9.49115 |RadioS|||||2|0|0|0|0|0|0
2572|ABELL 0085:[SDG98] A532| 10.47113 |  -9.23447 |G|||||1|0|0|0|0|0|0
2573|2MASX J00415310-0931159| 10.47133 |  -9.52151 |G| 17121| 0.057110 |    ||8|0|10|2|1|2|0
2574|ABELL 0085:[SPS89] 37| 10.47134 |  -9.41802 |RadioS|||||3|0|0|0|0|0|0
2575|ABELL 0085:[SDG98] 2013| 10.47142 |  -9.33489 |G|||||1|0|0|0|0|0|0
2576|ABELL 0085:[DLF2005] 16| 10.47152 |  -9.41825 |XrayS|||||1|0|0|0|0|0|0
2577|ABELL 0085:[SDG98] A533| 10.47154 |  -9.33458 |G|||||1|0|0|0|0|0|0
2578|ABELL 0085:[SDG98] A534| 10.47175 |  -9.34086 |G|||||1|0|0|0|0|0|0
2579|HOLM 016B NED01| 10.47179 |  -9.49151 |G| 15751| 0.052540 |    ||11|0|0|1|2|0|0
2580|[SRA96] 003921.49-094547.2| 10.47225 |  -9.48906 |G|||||2|0|0|0|0|0|0
2581|ABELL 0085:[SDG98] A535| 10.47242 |  -9.29092 |G|||||1|0|0|0|0|0|0
2582|MCG -02-02-087| 10.47250 |  -9.49419 |GPair| 15331| 0.051139 |    ||1|0|0|1|0|2|0
2583|ABELL 0085:[SDG98] 2016| 10.47254 |  -9.29194 |G|||||1|0|0|0|0|0|0
2584|APMUKS(BJ) B003921.69-095513.0| 10.47263 |  -9.64612 |G| 15924| 0.053117 |    ||4|0|1|1|0|0|0
2585|ABELL 0085:[SDG98] A536| 10.47271 |  -9.35217 |G|||||1|0|0|0|0|0|0
2586|ABELL 0085:[SDG98] A537| 10.47271 |  -9.25825 |G|||||1|0|0|0|0|0|0
2587|SDSS J004153.49-101403.2| 10.47289 | -10.23424 |G| 25700| 0.085727 |    ||1|0|21|2|2|4|0
2588|ABELL 0085:[SDG98] 2019| 10.47292 | -10.19392 |G|||||1|0|0|0|0|0|0
2589|2MASX J00415350-0929439| 10.47294 |  -9.49554 |G| 15293| 0.051013 |    ||13|1|32|3|3|6|0
2590|ABELL 0085:[SDG98] 2020| 10.47296 |  -8.66658 |G|||||1|0|0|0|0|0|0
2591|ABELL 0085:[SDG98] 2022| 10.47308 |  -8.80281 |G|||||1|0|0|0|0|0|0
2592|ABELL 0085:[SDG98] A538| 10.47317 |  -9.26975 |G|||||1|0|0|0|0|0|0
2593|ABELL 0085:[SDG98] A539| 10.47317 |  -9.19456 |G|||||1|0|0|0|0|0|0
2594|NVSS J004153-100444| 10.47379 | -10.07908 |RadioS|||||2|0|1|0|0|0|0
2595|APMUKS(BJ) B003921.85-085504.0| 10.47404 |  -8.64367 |G|||||1|0|1|1|0|0|0
2596|ABELL 0085:[SDG98] 2024| 10.47425 |  -9.45803 |G|||||1|0|0|0|0|0|0
2597|ABELL 0085:[SDG98] A541| 10.47433 |  -9.29686 |G|||||1|0|0|0|0|0|0
2598|ABELL 0085:[SDG98] 2025| 10.47442 |  -9.24528 |G|||||1|0|0|0|0|0|0
2599|ABELL 0085:[SDG98] A542| 10.47442 |  -9.27092 |G|||||1|0|0|0|0|0|0
2600|ABELL 0085:[SDG98] A543| 10.47462 |  -9.24472 |G|||||1|0|0|0|0|0|0
2601|ABELL 0085:[SDG98] A544| 10.47475 |  -9.37606 |G|||||1|0|0|0|0|0|0
2602|ABELL 0085:[SDG98] 2026| 10.47479 |  -9.65894 |G|||||1|0|0|0|0|0|0
2603|ABELL 0085:[SDG98] 2027| 10.47500 |  -9.46578 |G|||||1|0|0|0|0|0|0
2604|ABELL 0085:[SDG98] A545| 10.47504 |  -9.30158 |G|||||1|0|0|0|0|0|0
2605|ABELL 0085:[SDG98] 2028| 10.47508 |  -9.30250 |G|||||1|0|0|0|0|0|0
2606|ABELL 0085:[SDG98] 2029| 10.47525 |  -9.26872 |G|||||1|0|0|0|0|0|0
2607|ABELL 0085:[SDG98] A546| 10.47529 |  -9.25511 |G|||||1|0|0|0|0|0|0
2608|ABELL 0085:[SDG98] A547| 10.47529 |  -9.47456 |G|||||1|0|0|0|0|0|0
2609|ABELL 0085:[SDG98] A548| 10.47537 |  -9.26600 |G|||||1|0|0|0|0|0|0
2610|ABELL 0085:[SDG98] A549| 10.47550 |  -9.45781 |G|||||1|0|0|0|0|0|0
2611|ABELL 0085:[SDG98] A550| 10.47550 |  -9.45497 |G|||||1|0|0|0|0|0|0
2612|ABELL 0085:[SDG98] A551| 10.47558 |  -9.26839 |G|||||1|0|0|0|0|0|0
2613|ABELL 0085:[SDG98] 2030| 10.47571 |  -9.49447 |G|||||1|0|0|0|0|0|0
2614|ABELL 0085:[SDG98] 2031| 10.47575 |  -8.86158 |G|||||1|0|0|0|0|0|0
2615|2MASX J00415421-1002169| 10.47592 | -10.03795 |G| 49025| 0.163531 |    ||3|0|29|2|2|6|0
2616|ABELL 0085:[SDG98] A552| 10.47596 |  -9.47067 |G|||||1|0|0|0|0|0|0
2617|ABELL 0085:[SDG98] A553| 10.47617 |  -9.46597 |G|||||1|0|0|0|0|0|0
2618|ABELL 0085:[SDG98] 2033| 10.47625 |  -9.22072 |G|||||1|0|0|0|0|0|0
2619|ABELL 0085:[SDG98] 2034| 10.47633 |  -9.58467 |G|||||1|0|0|0|0|0|1
2620|ABELL 0085:[SDG98] A554| 10.47633 |  -9.21969 |G|||||1|0|0|0|0|0|0
2621|ABELL 0085:[SDG98] 2035| 10.47683 |  -9.38058 |G|||||1|0|0|0|0|0|0
2622|APMUKS(BJ) B003922.59-090056.5| 10.47687 |  -8.74168 |*|||||2|0|1|1|0|0|0
2623|ABELL 0085:[SDG98] A555| 10.47687 |  -9.28600 |G|||||1|0|0|0|0|0|0
2624|ABELL 0085:[SDG98] A556| 10.47687 |  -9.19311 |G|||||1|0|0|0|0|0|0
2625|ABELL 0085:[SDG98] A557| 10.47692 |  -9.39014 |G|||||1|0|0|0|0|0|0
2626|ABELL 0085:[SDG98] A558| 10.47696 |  -9.24003 |G|||||1|0|0|0|0|0|0
2627|SDSS J004154.55-092021.7| 10.47725 |  -9.33931 |G| 48366| 0.161331 |    ||3|0|21|2|2|4|0
2628|SDSS J004154.55-092557.9| 10.47730 |  -9.43277 |G| 17144| 0.057186 |    ||1|0|20|1|1|4|0
2629|APMUKS(BJ) B003922.76-093542.2| 10.47733 |  -9.32092 |G| 15026| 0.050121 |    ||3|0|1|1|0|0|0
2630|ABELL 0085:[SDG98] A560| 10.47750 |  -9.38108 |G|||||1|0|0|0|0|0|0
2631|ABELL 0085:[SDG98] A561| 10.47750 |  -9.32033 |G|||||1|0|0|0|0|0|0
2632|2MASX J00415475-0906411| 10.47754 |  -9.11124 |G| 15879| 0.052967 |    ||7|0|9|1|2|2|0
2633|APMUKS(BJ) B003922.85-093758.7| 10.47762 |  -9.35881 |G|||||1|0|1|1|0|0|0
2634|ABELL 0085:[SDG98] A562| 10.47792 |  -9.21364 |G|||||1|0|0|0|0|0|0
2635|ABELL 0085:[SDG98] A563| 10.47804 |  -9.35886 |G|||||1|0|0|0|0|0|0
2636|ABELL 0085:[SDG98] A565| 10.47813 |  -9.30683 |G|||||1|0|0|0|0|0|0
